#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
SERPINH1--USP6NL	14	SERPINH1	4371	chr11:75566971:+	USP6NL	25701	chr10:11501208:-	ONLY_REF_SPLICE	b7309dbb-022b-d18f-9c40-61ddd630c833,f7f74d08-3648-9326-eb4c-e8232e64eae5,0b1de5f3-fafb-b1a3-82b4-61b989398eb6,a46e38d7-d53a-eae9-c4fd-4de172ecbd9e,2a1da43f-4b8f-0435-0131-9ab3877078a7,7b6bd352-72c9-e729-bfe7-fa858aaa0c66,20c61fc0-73b9-8273-c98c-e1611d6c9584,79600322-e00a-558a-1507-ecf9e137dae2,3e7ca8fe-aea2-2a15-5619-3d82cb6a7705,73c51826-67f9-681b-43d9-75f2b3880986,256f0d22-8711-ac90-f352-059c762cccc1,2c3c2c22-279a-feac-a0b1-9e4fc2f3b4f4,7de57e3d-cb9d-270e-ae03-12905e6abaa7,a92399ed-40c2-9a49-7d78-81f183874b36	4.845	["INTERCHROMOSOMAL[chr11--chr10]"]	4.845	1.0	True
SMCR8--ACP5	13	SMCR8	3857	chr17:18318149:+	ACP5	16448	chr19:11576843:-	ONLY_REF_SPLICE	481b1b2c-62ff-7204-ba75-bca7c34ac152,b1958802-c678-258c-53f8-8c2a6c155043,4914b825-ef6b-7c38-2b15-587bfa356dbb,75d1354a-7a82-acd0-8518-48d63075458c,b7540958-739f-c75a-aaa5-aaacf07df714,023e28d0-2534-07e0-f8fe-7a83e789c3d9,260d40c2-b60e-cd2b-59c3-e4d8cf439a08,bb726fa9-45a8-5b96-6508-2b6b73e26a68,6237c2ce-0fa6-50d6-5a95-c1a0431e4235,5c706dc7-63e7-d1ef-1ce4-d2313c986017,1b1897f5-72a9-1ad9-fbda-85a93982d391,ca4aff62-a1b6-affe-21dc-769d3f9bfd81,e8e6986a-76e5-1fd1-1a50-a2a897f17987	4.499	["INTERCHROMOSOMAL[chr17--chr19]"]	4.499	1.0	True
IQCD--PRLHR	13	IQCD	3170	chr12:113207438:-	PRLHR	10859	chr10:118595250:-	ONLY_REF_SPLICE	6f1d3c35-6a7e-7349-95c8-293ca81986b7,1a4a8a45-5e4b-c18b-ab67-41bf8276cb0d,4ac30aee-3cf1-f626-cdfb-a96c20d7b220,faaf89c1-6c25-0bf3-7f41-22025c1f2a65,9d1952d5-4ed3-0a86-4f0e-e78481a7f520,d6d90aaa-062b-8936-4f52-cf4a0c408570,7955b5ef-5a9c-ad5c-38e3-663f1b94b140,ce931877-501e-5a27-b2d9-595b60bed734,d40408ad-715c-07ae-9e93-2f0118f9ffd8,45aff4fe-cc94-56cb-355e-9dfa9962d086,1ec856c8-c84b-3461-1335-b607d3dc2edf,7f854562-1b14-1a0b-7b63-710528ca5b02,70e4136a-91db-c299-cc90-05b0adcd7f99	4.499	["INTERCHROMOSOMAL[chr12--chr10]"]	4.499	1.0	True
AP2M1--WAPL	12	AP2M1	7692	chr3:184182047:+	WAPL	24964	chr10:86460496:-	ONLY_REF_SPLICE	8126b8b3-fefa-e125-387e-1a6174d6292f,5059b977-b773-c0ef-a83d-364e1ad6393f,f174ffa6-79dd-e90f-9a7d-fea51f67105d,cd73f2a3-7aa9-76ca-280a-b4a63824a0ef,eaebf2a5-e71c-9c09-c770-ef1857decb3d,bf6d06a8-0f16-062b-f135-4b54406de8db,61fc2bfb-ad15-39f0-b21e-a64bd2508e9c,9746bf90-d43c-0ecc-b7e8-026716adb704,481ceec4-cc37-4bc7-423b-3d1ad7389cf3,f50be0b4-c426-d1af-3994-ffcf05f8c2ec,8e39f209-468a-cf6a-eab3-d2de08a52dc0,5a57c61b-25ac-a4e8-688f-ebecb9a109c1	4.153	[]	4.153	1.0	True
EIF4E1B--NCLN	12	EIF4E1B	5656	chr5:176643734:+	NCLN	22251	chr19:3207629:+	ONLY_REF_SPLICE	d5d1aa4b-9034-7a76-4584-6eaf76bd28f9,5df76402-30d5-d445-e438-cad2f46d67e4,7ca75568-8067-783b-1508-b69268b4267d,22214075-5b39-8375-6821-5af655490cb9,419a76ce-3655-1c4e-8ea0-f491bac25d55,e31ec46d-8bbc-bfa9-f9f4-5cb387fc67c8,3ee3e285-a087-1b79-d006-0e244faa7b00,de4eee17-016b-3b8f-0a9e-e11d30a8fc90,09b80911-0849-6d6f-05f3-5a738bc741b2,d8b5b892-f35b-98b1-c0f9-51f1bad53c30,b6555d88-99d0-343d-d710-b53dc823f831,667b6b39-af02-4ae8-6eb3-588b0ca5efd6	4.153	["INTERCHROMOSOMAL[chr5--chr19]"]	4.153	1.0	True
JPX--ENSG00000273974	12	JPX	35342	chrX:74063564:+	ENSG00000273974	39159	chrX:74073401:+	INCL_NON_REF_SPLICE	f6dd4842-9b7f-2d8c-c098-62f971f2cb6f,570f9efe-2995-961d-9134-1fd3c131a289,3220f754-9451-4aab-bae9-4ff8201f7a4f,5ee6de9e-0780-c062-7e9c-defb693a00a6,d870ac6e-25bd-5900-c1ed-3c8770ef950c,208f6aa4-174b-755a-c60d-9532009910fc,a69e3912-1a9a-aaba-bb7c-891463c4bde6,95c104b9-534b-cd2e-489f-523fcb798277,48595491-e917-fb25-abd0-0ff62bf06d86,796385bf-e9df-62b1-1084-01ef7b0a2886,8beab08a-8507-97a4-8775-886d93ec9f64,6a59bd36-1302-98e0-0388-f07bc1e80ce4	4.153	[]	4.153	1.0	True
TOPAZ1--RUBCN	12	TOPAZ1	17967	chr3:44306426:+	RUBCN	44012	chr3:197683439:-	ONLY_REF_SPLICE	e34d30e7-284a-cb97-ae5e-0812ad5a23da,acf2f7f0-fed2-a6cd-7626-0d099291da78,b682f185-d834-8ec2-6e3a-e88889b84485,c92c41bb-9d42-346f-49e8-d2eee959498d,d935caaa-4be0-3647-1bc0-d420b12d894a,5e337aa7-8b03-dfe9-a49f-56dd0e640c36,85ffa4e0-8c13-a345-b767-30d9c6061fbe,8d7394d0-6b4e-7134-b2df-ac54813abe8a,c8529e43-78f6-11f4-7b52-129438a2bae1,06938dfc-f907-2ef1-4db8-51dca93e9400,29ac5284-db9d-d648-f361-8b7ee1d11141,534a098a-2098-fb05-60cf-e7b7221c17db	4.153	[]	4.153	1.0	True
KANSL1L--ACE2	11	KANSL1L	10632	chr2:210098086:-	ACE2	34610	chrX:15591856:-	ONLY_REF_SPLICE	86867445-da47-83b7-0b3b-dd4253765e74,5922a3db-927d-1b93-72e7-5aa81359fc9b,34658045-0601-3c6c-2e11-e82e11505f88,98fb709c-54e4-5a23-46b1-9ee87e9c1142,af6f864a-9be4-974c-c187-6071b845452f,05801ed2-a757-fa97-f3b6-0f4a1dee401c,571c184d-c58e-12aa-7b92-6db3811a239a,60efc64d-662b-a938-65c1-1747475940d4,b037b549-1a69-74c1-3336-0ce9a2431a38,c6cc01c5-641e-e6bf-22d9-36143958c261,2fcee756-20e8-7492-0d39-332b3a463da6	3.807	["INTERCHROMOSOMAL[chr2--chrX]"]	3.807	1.0	True
SLC5A7--FGF7	11	SLC5A7	7939	chr2:108006202:+	FGF7	21458	chr15:49483151:+	ONLY_REF_SPLICE	c24ce4b3-f9e9-a06c-fd7c-5771cd25962b,b17a5d42-be76-9177-9879-8b70f3578590,72ef1fe6-b9f3-6141-fad3-dfffcd537558,e7764f43-fabb-3cfa-6d74-ff1085a7c566,52bc4445-8cfe-5c7c-12f0-0914a4ff7c7a,0078c08e-ec34-8dbe-a95b-4d188de7f7c4,57fd261d-7882-0f8d-3dda-aa5984aa06ea,45268cad-2131-cf5e-5fb8-2920d279cbab,80c1e1bf-08ee-a88f-8696-46f09f82e331,c8382478-c81f-131a-54fc-623323d42b0e,02f41852-ff26-24e4-84f3-622bb5bf0698	3.807	["INTERCHROMOSOMAL[chr2--chr15]"]	3.807	1.0	True
CCDC39--GPIHBP1	11	CCDC39	21192	chr3:180619811:-	GPIHBP1	32614	chr8:143213822:+	ONLY_REF_SPLICE	066385e2-e681-810a-d40e-e0cd91767273,2e02eba8-a259-af91-e60c-06e2730e6a67,c50b1c3a-6a31-8363-ef8d-39347dc8c54a,4f400941-832f-4e4a-8571-3dba34af3d1c,565963ab-93ff-731f-20a6-733a627f04d2,2c68d59a-ffa0-e8f9-7b11-5b586bf6dc92,d123d840-ee14-797d-e28c-7a122fa6bd31,a1ab24d6-31d4-e49b-8745-c73d9c4f2942,d41c3ebc-cbdb-927d-39e9-ac9997209e8c,0ffbfd48-0a5c-fbc9-80b6-098e547b6944,9a2090a5-a66f-5b9b-3f47-de6bdac14ddf	3.807	["INTERCHROMOSOMAL[chr3--chr8]"]	3.807	1.0	True
ADCY8--TTC21B	11	ADCY8	11008	chr8:130884564:-	TTC21B	65540	chr2:165880799:-	ONLY_REF_SPLICE	ecf9b7c1-cd91-ed32-68ae-8491246a3d2e,9e40946e-8e4d-5d99-7aee-61afae728e9b,1dace5d5-7bcd-bfa1-70e4-3ce0d0801133,b182b236-531a-bb28-0f8f-c58115cb053f,20bc20f2-7412-9ebe-27e1-b2a1a077a67a,90ff2e01-eed4-38d2-a61a-487040d7eb00,ca78800b-b411-6561-265c-2bed9ed5b54f,977a5f9e-19b1-2f0b-7526-fcb43ee98d48,ef75bf22-3fd0-fd63-3304-043ff32d616a,35eada83-b9bc-aac1-1053-bdb9d4bcebd3,98c90c0b-aec8-2250-3eb2-19750cabe594	3.807	["INTERCHROMOSOMAL[chr8--chr2]"]	3.807	1.0	True
