#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
AARSD1P1--ENSG00000273974	51	AARSD1P1	1309	chrX:74069584:+	ENSG00000273974	5550	chrX:74073825:+	INCL_NON_REF_SPLICE	12c49bdb-14c3-1cff-93bb-beadc66ec20e,7331ca5e-62f1-22f6-d7d8-accd1c4ebf5e,fc0b390f-81df-72fb-6e45-11e609f51c7a,6b348492-cf81-9b6d-a946-194d38640bc1,15a33316-f9ea-fb54-0e0d-f465a309ebc4,6022a8fb-bf34-6c5d-21e6-15bde2247acb,114de34e-ba43-634f-7423-6e80631b16e5,91470596-d35c-1df2-165f-8745e199d2bb,78f6fced-26b7-328a-a699-871d59bbf8e2,955b4d9a-7887-7789-05d9-85e7d7a414ea,75d92ae2-1799-851d-a79b-3264de5b942e,67e44a36-4828-1daa-8cb4-d49459fd7941,c5c22b0a-93db-eb7c-13db-fa764d06b297,72a8a806-15bd-5e9d-2a7e-089fecc8ec16,8f6f4013-58f4-7448-8cf5-12b422855f0e,0bd61951-36b6-56d2-43a5-2956ec215bbe,7fed2c52-5d1e-bda3-114a-938a4387cbe3,90b27d24-1559-af52-d02a-985fb486e2f9,be13e302-d7d1-5718-30e4-3823a9d75f99,41187f0e-206b-2242-671a-675f4e46f127,f75696aa-c640-2cdf-b056-edbf782b5b92,70f5f6ef-32c2-bff1-6e64-0ee6810a50c2,34039ed3-01b0-d326-0037-476e1456ae37,f7269c45-ac2c-74f1-634f-cf3697c11c01,c4442793-88cd-184a-ffdb-cfe38bfb1d03,8fb04f37-0192-3b30-4207-22243bd39f4b,26cc3fa6-963c-f63d-1d11-3539ebce51db,a2ea92d6-c31d-be02-543e-05b1a25c8f5f,8318acb6-c540-a903-5f40-46339a4df635,d7014446-b5f4-9a21-227f-b0e2ea7b90aa,40a21cec-1826-38aa-1350-d9a2cb673f66,3da6e5f4-2a08-aeb1-da01-e0986f115670,0c59478f-f98a-f956-9756-ac1ba8e97dd1,a05e8ddd-f2ce-99f1-3067-3eb30f141fc8,48bd147d-bf2f-8e51-a457-ead96b51e666,9f216c5f-d254-6579-a9e9-576797f1c16e,384bede8-b256-be5c-ccf9-29388643e800,c4b21fcb-9da2-7446-bce2-5a16efbf48c1,f015ac8c-5b90-9d2f-e91b-57d08cf3f613,ac9d8cc9-5999-9b78-5fe8-1160f5ad98f2,fbd5c3ff-e299-d7a2-1f4a-91f1d0eda351,bec51071-6607-7355-cf89-f1e5adff79bb,d7708e3f-13cd-e0b7-0c0c-0bdebd40ad11,f3dc4a98-b3a8-45ac-c2e7-677289b69361,4ed8a9d9-f138-b592-6bb4-525e0c886009,9e450c7b-a0bb-ecec-3b2a-c04fb2b8ad74,ae36c164-3572-bdcc-94dd-9d85a64d6b6b,7619b50c-e5db-1a33-ab49-03b2d3d2afd4,70d3901f-629f-15cb-973b-2ceeef07d2e5,9e9072cd-3b74-c2ca-20ae-dfabf4182b9b,763482d8-c7d8-a17c-386c-5a040569956a	18.989	[]	18.989	1.0	True
AARSD1P1--ENSG00000273974	40	AARSD1P1	1338	chrX:74069613:+	ENSG00000273974	5533	chrX:74073808:+	INCL_NON_REF_SPLICE	18efcd15-cbf8-6eb3-de1d-506c4c885091,cd4f5ed8-5828-bb2b-88e2-e5da4d7c242f,b9449d96-e3f3-5698-3a93-dc45cdf6e471,60b35fdc-ab6f-41d1-7370-440bc86d0c93,e5e8d249-c488-a1d1-8661-f79b87ff6d7b,e20cb3bf-35f5-ed7d-206e-a17da05a80e7,c1933113-55de-45de-c763-2b2cd2d0bb08,cf24d304-a3d6-cc53-f298-b45c235e0376,25022a11-11a7-d221-ff5d-0428fb343b22,a7a0499e-3f30-189c-c535-92271014110f,c72cdac3-7447-1015-540c-fcb56754564b,82ac5fd8-b12d-884f-36ef-1ee8835caec7,2c8dd56b-2aef-e780-2720-01ba468786b2,14eaf345-bc02-62b6-07b8-050184f92945,e2b9b9fc-ff3f-7e77-60bb-5dfbc541bc62,4db37a80-3ba3-68e5-7f5b-1d7a26282419,3f00878f-45f9-2e30-4957-dc43d8e60935,ce89cdfe-9539-b946-c031-854be739a2a7,c2bdb763-faaa-cd97-8198-68742e582c82,f2ada80d-e2de-397a-8dce-bf5fd2552c04,aceefa31-8b38-53fe-4cd0-9d5028301be0,0545160e-0a75-67df-bb79-867645af6379,6f72913c-ebfd-5075-759d-1ad9bcb0c907,a51de569-a731-399b-12a5-f84e3ca1fad4,a5363e90-898b-07fb-c748-d2aecc6c4fd4,793726b3-bc9f-2aed-5032-cebbdee5e2ea,95d6c143-4ed3-da96-87ff-2db0c713e4e5,f18a26db-fdbc-a190-acbf-6bd24a1d9833,777bbc70-a23d-f82c-5be0-31c48dd7802d,fbd088e3-d13c-8863-c4de-bbf5df138c81,205b7e39-93ad-8d16-3d2e-c552627417e1,8db69228-7224-b894-9b1e-49440ba1f66f,5566c0fa-b1d4-7830-9abc-48832ecb698a,128fc261-3e29-b461-4c4a-913f56b26363,8740235f-4b80-0402-2899-441a2eb70f7e,13d47793-6d9d-579d-35ab-5cc0531d5a2c,38253ab4-9e32-186d-4326-2e66ef358bc8,7c39c71f-a6fa-6ab0-d4cf-6d6130a85cda,355d4b33-d414-5041-e2c2-b51e3e28ece3,2aaa3d0d-6c13-0d11-e285-7977b2a02b17	14.894	[]	18.989	0.7843488335352046	True
ENSG00000284686--ENSG00000260971	23	ENSG00000284686	4778	chr1:56252482:-	ENSG00000260971	29217	chr1:56183620:-	INCL_NON_REF_SPLICE	024db2b7-5738-204c-c6cc-966116925c46,701df5a2-62a7-71e8-e4da-832997426af4,857ef51f-4dea-4f86-e8db-89dc76f8844d,bbc64fbc-09ae-c732-e1ef-0426583ab0b9,9c42926c-1297-9a32-d0af-da2874778d44,e03338e6-6547-2fe4-f2c7-4feeb168c35a,03cb000c-2322-5022-cc60-bdb0459f4408,72189896-743f-fd1c-89c0-7855dbefc15e,095d6610-ec91-d407-b24f-54e2bc2202ea,b067b4a7-1cae-daee-0ab4-03e69943461b,9d8b9d5e-18e8-eef0-8257-689a9749fa79,0421d9a7-7904-04ee-ed0d-278ab0b824a5,265f97d6-3b33-4de1-5623-0ed266f74df9,f63adccb-2907-83b5-38e3-a97ea3b43f4d,52902bfe-d824-0ba7-fe68-a4e134dca30f,d2cdedb0-ae21-53e0-be6b-2c12f8d1a499,b09db4ee-2d43-d172-ad07-a93ae0f69546,2effe061-0ace-147e-d1d1-f523fd2f3bd7,ae266733-3637-bfa0-62a4-0a20acebdf97,70e3776d-c70d-e550-9664-cc713614be1b,b68a5d0c-4888-b3c1-84b1-fd2a125ea602,f52a1210-b069-a4a2-d758-d90058d4bdef,4b0685f3-990f-152e-2739-30be71a05e9e	8.564	[]	8.564	1.0	True
SLC25A15--TNFSF4	22	SLC25A15	8242	chr13:40808596:+	TNFSF4	17829	chr1:173188569:-	ONLY_REF_SPLICE	4aaaa1f6-18a6-dd08-0530-0a47949d9f82,f151d169-ee5a-e834-57a8-2dc3a1c34969,9fca2b48-0047-60e4-70b1-126e9eb46027,2b543fbd-ef4d-d041-32dd-b9456dced1cb,967340e4-1468-c5c0-907e-cc9cadf943cf,e24ecf41-6396-9954-7976-776d98ebe096,a52b2829-bac6-41e8-f284-8fff040080cb,4595b3ce-fd0f-4e21-25a9-43ddc8a1d1f0,a790ec38-7a2e-bea1-5645-b28be8dfede9,35418e58-079d-2f8b-2ed3-272d759ede2a,785525b1-284b-e489-6414-dbeb31715694,589ef8b5-3292-e824-e9e8-b8270bc5729d,84ad5930-4b0b-167b-d498-26721593460b,0710da35-cf55-631e-1b29-50c4e7e5a67d,f7d420bd-f3d5-8177-d50f-630d0de93e20,16eed4d5-b15e-d167-ea18-bcfbab2a7edc,58de4ac8-c14f-9499-57fb-f64248f296df,28769595-0b2c-c8f3-4a47-01c1f373a40d,894341c6-9564-6722-37b4-673c306f16ae,c32c3207-0c6d-26b1-73ff-aba851b45ba3,6a5276b5-fe96-9e5d-9546-b786d5234745,ec32bf28-c8e1-d93d-3e33-c1bef57b2597	8.191	["INTERCHROMOSOMAL[chr13--chr1]"]	8.191	1.0	True
RPSAP14--ENSG00000273974	20	RPSAP14	1425	chrX:74031886:+	ENSG00000273974	4344	chrX:74280386:+	INCL_NON_REF_SPLICE	5b6d2b04-1c07-38c0-7c9d-0ea3c7a34dbf,c68c5016-e56d-baa2-cf8a-7e432eb96b92,b824594e-a6e6-2de9-4a05-bb5f97f81ad8,93345a4e-337e-a81b-2d0d-8848cab2fd4a,dba9623b-d372-125b-6d34-7c5a64d1603c,df39e1d5-f3d0-8ff1-948c-6bc954ddf99b,7c668ec0-339f-33d1-f6f6-b6f3498f6b00,37d3d4fc-5698-8ef6-69e4-634053bd3e77,b9ad5b93-3122-554b-5bde-28f320f277f7,ea73ed9c-51fc-c2bb-182e-f47301cdae5a,3111b906-fb53-93a4-b513-cb06f4088686,8d1bcba4-7240-bd91-8e36-8cced06b3204,d421d803-3973-5ec0-1c6e-1cc04f9a632f,76985eeb-85eb-ebe9-8bed-34b60ec417ff,998d9a8f-c616-e15f-93a9-1ef46551b3ad,699fc900-0507-1009-85fd-496c763e2381,f5904e15-6b42-772a-83e5-87e193c8de33,d354da1b-b4ff-763f-9f39-b82641a15e98,a9691a52-f071-72db-8f3a-29c8009023f3,c3dec3c7-d3e6-fa45-6073-846e5be73d9c	7.447	[]	7.447	1.0	True
SDC2--PI4K2B	20	SDC2	10542	chr8:96602528:+	PI4K2B	25131	chr4:25260524:+	ONLY_REF_SPLICE	aef4c058-b71c-4087-3072-7f840d404ae0,d14b3795-8c2e-dc3f-04c7-10697fb40286,769850ca-97f4-974a-6810-66d437ce986b,d9698974-dcfb-0b47-1a81-23d141dc2dbb,6de029e4-0000-afd2-b152-42b3ab4ab559,7eac2d5f-5316-8786-6d0f-eb3c67e8ec83,ea4561d2-0b26-3b59-aff5-da44254126f0,d4c03b6f-f38e-ace9-9f15-4923a281a710,f4c6f20e-0834-e016-6824-5bd7dea43c90,a34b0f0b-7066-dede-266f-adc9d70fc7b7,f4f4c756-7640-d386-d628-6a6bb9d0b48e,40c8a90c-f282-3c97-c4e9-fcb4ade0c44e,6315d443-b4d1-3a4b-8e3e-3eae548211fe,c59e6e30-47c2-88e0-f944-8330d26ea491,502eecd8-54a9-2238-5f6b-9e87a5ec0ee8,685a3324-f36d-d4b6-0ba8-590b81b9149a,667a216a-daac-a735-2a17-efb1f54b3fb5,9731e09e-22dd-ea4d-74f9-cd6f13195959,3cf62eaf-831f-b0e2-1216-5eb4f00e7887,3e0e3f38-6360-9bf6-7949-93d66fb82110	7.447	["INTERCHROMOSOMAL[chr8--chr4]"]	7.447	1.0	True
SLC5A7--FGF7	20	SLC5A7	7939	chr2:108006202:+	FGF7	21458	chr15:49483151:+	ONLY_REF_SPLICE	517606a1-1fb7-430c-ff04-13ca54f224d2,0147b080-a58b-5866-735f-396d359326ff,aacdaedd-2baf-c35e-5819-1d671234bebe,d09985d2-e094-97d6-da89-b1572562cc9a,edba5c23-e66c-e1da-d70a-5e9510ba872c,0cf18eaf-0abd-3876-766a-2a61192776b9,d9817fb3-52b8-b7be-34fa-2d6a86080fbd,e2e1c2f0-cb65-d34d-de08-c0fb0eefe08e,2ab1e539-9f5f-11d2-8e03-0ac59e3fb57f,2c21a822-62ef-2e1a-1558-68db3bc0f6af,aa1fb225-6052-9e37-2820-52c39ab06689,4ea6d114-0ad4-ffd8-1c2d-1a0b1d0a5730,fab93f4e-db35-79f8-f84f-8e5a4eca543f,846abfc7-f123-00e2-ee78-f95b16d5e9be,5af49c6c-c311-f1b5-3704-1a6dd3fe2a68,8b0974ae-40a0-b707-2810-c518d59a5bd4,74c3fb6f-f20d-08d6-6dda-b460e558c2d6,16fa5724-0222-4060-b074-f03709cc4de7,8dad4b7f-3177-2850-fc60-391221186296,81622e8f-c9e0-a30d-45ff-b819c0256a44	7.447	["INTERCHROMOSOMAL[chr2--chr15]"]	7.447	1.0	True
BRF2--RXFP1	19	BRF2	1232	chr8:37849630:-	RXFP1	20296	chr4:158605068:+	ONLY_REF_SPLICE	6a0a3112-b694-2de5-cee8-6c1c155385fc,52fce4cd-224d-1174-b71b-8025963a37a0,0ad9adf3-1b08-6eea-66df-63a9d45db726,875dc2fa-6204-98c1-8810-c70e80f278f2,a7c8eb17-d49b-267f-42af-db2d3f652406,5787c4d4-6c3e-2391-0cd5-6046b1115a9c,34fda3e5-febf-a1a2-f575-de557d968cd8,328c328c-0ef8-ac71-3485-80f6b940811a,1331298c-08b0-6fe3-3e26-2caff743265c,53163d3f-f2ec-aa51-84df-51fbbdb68a2b,1407e41c-418d-8dc6-96b0-13d5f1a17a67,b7b68814-2b63-4944-701b-4cb062014b3c,ac0969e3-9ed5-78eb-5780-ee7765d88f37,b01911ac-e068-142f-e4d0-525847d4633b,814a0c11-5abe-5fb3-190e-73187c12529e,ac289ac4-f335-627f-dcdd-4125d6c08cc9,558bfc70-fbe0-e25e-5f95-26da0539a7ff,caeed1a6-80a7-438c-0af1-9a470d0ca20c,d8e91074-4bf3-2d42-42db-093a9a70a3ec	7.074	["INTERCHROMOSOMAL[chr8--chr4]"]	7.074	1.0	True
ENSG00000232900--JAG1	19	ENSG00000232900	1454	chr20:10908826:-	JAG1	16437	chr20:10673025:-	INCL_NON_REF_SPLICE	6d65441f-c7f6-bb6f-f326-65f3fdb7c1b5,f9926b35-ee6c-7cee-f542-8a86354e955b,d32c08a5-2240-909c-1576-b4b460b2c054,1adb511e-5407-dd60-9ae7-9c75fd905105,6de82f0d-c26a-b92e-ec7e-2435e5cce209,5b17a9d6-f070-5f66-ce5e-0a322b3c4103,63b1a6e5-f3c1-4965-711d-ff38ada9f72d,8344f94a-c1ef-e3b4-8097-237145660f63,fbfee090-009a-865c-8d7e-f4ea9d8557ce,cac61f4e-0232-db8a-e7f9-00a11bd0180e,f410cbb0-12ff-57c3-df12-4380118b3b1a,856f5a13-c7e9-505b-c157-2a65d8a8de4d,a98d05ee-e22b-4fb3-332b-d22738625e7f,7cfa89d2-1567-53b4-d25f-f61785da387f,31aedddb-3cf1-d5b8-4cf1-c36e5499e6e8,96b0efa3-5081-90e3-402e-36fadbfdeff6,af08008e-40f0-809f-70ef-d91ae500e904,815bd06c-25d2-0cee-2d36-e0bd8389a0a7,c8478ce3-055c-0b7c-8fcf-ad611a583d87	7.074	[]	7.074	1.0	True
NBR1--KANK4	19	NBR1	14494	chr17:43195039:+	KANK4	28567	chr1:62281634:-	ONLY_REF_SPLICE	fa22557a-81f6-53fd-8655-e0c94620f81f,93b11406-fadd-a3a0-363f-c24cea56fb1d,3052c137-0462-0cbb-4f04-6e50268fef42,80388058-74ef-e3d7-9f82-3e9aa008138c,866224b0-6825-915c-b4a0-0fc6e51841c0,b745b563-a62a-11eb-6840-7acc7ad61cb7,932ef43a-9438-43ad-2971-ca349b205eca,dce4449c-b809-5f16-91a9-76c5061b21f4,0e0f652f-da26-c718-daa0-023cca73d78b,8b20a7eb-f7d3-68fb-9b85-f9e5a30d8b4f,b620b0c0-f923-b466-4385-a1a209876df7,032b0f56-b205-5ac2-2889-10b2a7d3d9a2,6489c697-d625-9798-fc46-0752c0feb4ed,6ee039f4-088e-6414-3c53-dacb3a4f78f8,5a2c8780-f092-2fc2-9526-a8a137a55fe5,8f05f1f1-1aac-fc2c-3a97-3ab92e37624b,5c05ba3a-9ce5-f50b-a982-4c806f9e6e60,13b2b9b7-fd6b-abc9-c288-3bb7f9f7d50a,6d3f4ca8-3b43-b096-585a-219d4facacf5	7.074	["INTERCHROMOSOMAL[chr17--chr1]"]	7.074	1.0	True
