sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
nanopore2018_10x_0.95_15000,GAL3ST1:ZNF22,chr22,30557262,-,chr10,45003280,+,Inf,0,21,FALSE,TRUE,TRUE,00607971-2cd8-d32c-d3dc-a8e5f145afa0,2040,HighConfidence,-
nanopore2018_10x_0.95_15000,FAM161B:SERBP1,chr14,73935949,-,chr1,67425223,-,Inf,0,20,TRUE,TRUE,TRUE,16b1488f-6260-42fa-5844-9dd7fef9a21f,2892,HighConfidence,-
nanopore2018_10x_0.95_15000,ODF3L1:ESF1,chr15,75726171,+,chr20,13717514,-,Inf,0,20,FALSE,TRUE,TRUE,02500bba-7c07-21fa-2824-40dde094802e,970,HighConfidence,-
nanopore2018_10x_0.95_15000,ATPSCKMT:DYRK1A,chr5,10236478,-,chr21,37490175,+,Inf,0,19,FALSE,TRUE,TRUE,0422bdb9-90bd-7e35-97a2-db51fa86a277,462,HighConfidence,-
nanopore2018_10x_0.95_15000,SC5D:PGLYRP1,chr11,121304493,+,chr19,46019419,-,Inf,0,18,TRUE,TRUE,TRUE,21787e56-100e-16c3-e32b-ecceb2acdc3c,418,HighConfidence,-
nanopore2018_10x_0.95_15000,SATB1:MAL,chr3,18394462,-,chr2,95053381,+,Inf,0,17,TRUE,TRUE,TRUE,089fbe42-c519-5ee4-f220-ed478c45eb83,625,HighConfidence,-
nanopore2018_10x_0.95_15000,DAD1:DLX3,chr14,22575059,-,chr17,49991864,-,Inf,0,17,FALSE,TRUE,TRUE,014ca3fb-2dc1-2498-e62a-ba3a04e84007,385,HighConfidence,-
nanopore2018_10x_0.95_15000,ARMC10:PTGER1,chr7,103075411,+,chr19,14474337,-,Inf,0,17,FALSE,TRUE,TRUE,0eab445b-1538-d6ec-bd79-bafa05b46592,1326,HighConfidence,-
nanopore2018_10x_0.95_15000,IQCD:PRLHR,chr12,113207438,-,chr10,118595250,-,Inf,0,16,TRUE,TRUE,TRUE,0c3f4ef1-c6bb-3ae1-7db0-e68ea3d273cb,1047,HighConfidence,-
nanopore2018_10x_0.95_15000,KIF26B:SHD,chr1,245646280,+,chr19,4282870,+,Inf,0,16,FALSE,TRUE,TRUE,093b5d8f-32ab-adba-49d9-a8e4c543b9dd,667,HighConfidence,-
