"","isoform","gene","group","prop","count","isoform_counts","gene_counts"
"1","undefined","undefined","FAM138A&undefined#FAM138C&undefined#FAM138F&undefined",1,37,"undefined","undefined"
"2","undefined","undefined","LOC100132062&undefined#LOC100132287&undefined",1,82,"undefined","undefined"
"3","undefined","undefined","LOC100132062&LOC100288069&undefined#LOC100132287&LOC100288069&undefined",1,6,"undefined","undefined"
"4","undefined","undefined","CDK11B&SLC35E2B#MMP23A&SLC35E2B",1,22,"undefined","undefined"
"5","undefined","undefined","MIR4435-1&THAP3#MIR4435-2&THAP3#MIR4771-1&THAP3#MIR4771-2&THAP3",1,13,"undefined","undefined"
"6","undefined","undefined","PRAMEF25&undefined#PRAMEF26&undefined",1,57,"undefined","undefined"
"7","undefined","undefined","LOC101929983&undefined#PRAMEF9&undefined",1,22,"undefined","undefined"
"8","undefined","undefined","PLA2G2C&UBXN10&undefined#PLA2G2C&UBXN10-AS1&undefined",1,8,"undefined","undefined"
"9","NM_001039802&NR_023919","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"20&3.71","20&8.66"
"10","NM_001039802&NR_109759","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"20&3.71","20&8.66"
"11","NM_001039802&NR_109760","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"20&3.71","20&8.66"
"12","NM_001039802&NR_109761","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"20&13.61","20&8.66"
"13","NM_001039802&NR_109762","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"20&13.61","20&8.66"
"14","NM_001791&NR_023919","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"0&3.71","20&8.66"
"15","NM_001791&NR_109759","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"0&3.71","20&8.66"
"16","NM_001791&NR_109760","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"0&3.71","20&8.66"
"17","NM_001791&NR_109761","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"0&13.61","20&8.66"
"18","NM_001791&NR_109762","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0333333333333333,1.1,"0&13.61","20&8.66"
"19","undefined","undefined","CDC42&LINC00339#CDC42&LOC101928043",0.666666666666667,22,"undefined","undefined"
"20","undefined","undefined","LOC646471&SEPN1&undefined#MTFR1L&SEPN1&undefined",1,14,"undefined","undefined"
