#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
AARSD1P1--ENSG00000273974	38	AARSD1P1	1309	chrX:74069584:+	ENSG00000273974	5550	chrX:74073825:+	INCL_NON_REF_SPLICE	63c30ca4-755b-3d75-0f39-2aaf810c0140,68d67824-081a-5286-fd57-97e21c8aba97,2e8987b3-f5e7-66e0-7c4a-159b92c3d47e,764004f7-d0e7-5bb8-8991-91cac92f6b6a,20321429-68e2-f5c2-ea6a-f3392a467760,7075e2fc-b7be-253c-5c80-ec772d69901c,54477436-d0e5-bb43-8124-a5486808de8a,886c6ad8-eab6-5151-0d90-0dd531f030e8,08ff7e17-d415-e628-bf52-3cd89069a8bb,5fcd8356-4eae-0ddb-60ad-98d93cae645f,a51e25a0-4334-95df-3c6c-80ded4276010,758d0729-9f6c-3113-5639-abb05c42442d,50399d78-f80e-2923-1c94-73dd4d93bae4,576f567b-e8ff-422d-cc6b-e55da54f6429,94c92d3e-ff7e-5ff0-17a1-89d666d5d7b2,6e62f87d-001c-1609-4c1e-804a0962cd01,46d44e91-8740-bf4c-4f6d-50e1d5dfa693,74c53709-89e0-ab3c-8aaa-283dbe907148,4e8df3f3-3e91-86ee-d7e0-ac6c9dfa2bdd,6130d608-c79a-938c-c419-4d883c0062e4,e05f9041-2181-1343-b183-65f37126aabd,3679448d-afcb-3d7e-b50c-99c52a05b543,d3d6c55d-b757-3917-6807-f5b574b02cfe,c5a3ed0c-d001-86b1-0170-77c499645efd,492210f5-9953-2922-a719-caa2ea26a535,fff91042-e050-029e-c9ce-a561090f902d,4bfbd0e2-0839-d85f-c38a-aa63c39750f3,df3835ad-28b1-1e29-96ac-007adf7b2aa2,ef27f686-0b40-b4e2-83d2-503c72b21564,a135200a-145b-605b-3b3a-a8892c4dd164,5e6a8d1b-2ccf-e02c-6a9c-af85b528318f,5112e243-216a-d4b3-4ac1-79b80ca82f92,4c3087c7-b2cc-4171-74f9-45a9f3eec5bc,3116d814-3316-adba-a582-aea2f01d6e43,04b8bfce-ec47-9dae-ff16-56b1c08da990,21409cfb-3b64-27be-10f8-519ab299a47b,adec2f8e-a90d-b025-d030-81e4ce860d10,a75ab617-cc81-ca43-e667-838c23963450	13.975	[]	13.975	1.0	True
AARSD1P1--ENSG00000278421	21	AARSD1P1	1309	chrX:74069584:+	ENSG00000278421	5559	chrX:74073834:+	INCL_NON_REF_SPLICE	a171b99d-5cae-ff8a-fe5b-b82c3914cb99,4c798bde-0dee-533d-1074-1d94add61719,d450c8de-c620-8528-a1aa-088e576d78e9,e52d319d-30e9-1e83-6798-f6a423bcb036,0db10d05-1634-24d7-1ab0-f0d73e4e3aad,e24b056c-f033-3e91-239f-92dc0e899e0a,c4073e3f-7404-be61-5553-4db9941fd9ad,89103ae9-1c9c-3834-ac9e-a1563967be8a,0d91f9e6-1817-9fe4-6024-5211a028ca4e,60457c67-d31c-1f05-720a-76db08c86b9a,c86ce73d-0710-233a-a81a-c995b3895c59,9de31209-66d6-872e-a8f4-0825ce4379d0,57daadb4-cb18-fbe2-3965-5dca8963294a,9c4e07f3-7385-e8ac-768c-27039c4eb57f,e6589289-a7ed-133b-359e-6a60360b8641,d1c12944-d4ec-3b3a-de45-1e1bb24230cd,f8fe8c8f-14ea-d749-6152-01e1079e0cce,816be2f6-85ec-754f-744c-18a9bd3bfed2,86151d0e-c375-be86-fcab-d5f0ca66db5d,a9814bcc-aed4-d19c-c6fe-e10a59a3dc30,ae8bde68-3156-0b20-8ccb-7c5f7233c094	7.723	[]	7.723	1.0	True
ATPSCKMT--DYRK1A	20	ATPSCKMT	4985	chr5:10236478:-	DYRK1A	35218	chr21:37490175:+	ONLY_REF_SPLICE	8c07cd3c-ff1c-cd68-38bf-1c263a419170,191e2770-81a9-2b82-762d-ab641b7bcf3f,caf3fa70-6c0d-43ca-6d56-b65f6b3ee3c6,38458a72-2038-0e41-c088-56cd8d51d1fb,d14ce2a4-1eec-e975-2167-f642abda6c9a,c837fcb7-b292-2af9-3145-3c7c74079ed7,acdde9d6-0b6c-87f3-af24-736c1853ca7d,0422bdb9-90bd-7e35-97a2-db51fa86a277,03c14f82-e307-4e7c-c407-51880cf31185,6b5297c7-f0e2-423d-a703-4693cc488448,48c5128b-9e79-e71a-4655-3ee3cea84f52,a22aa298-6ead-0e5c-e4d6-2a1914d25998,91acaa64-420d-aa61-7a99-c93c45e147f3,527405a4-7e5b-c567-dfb8-6354be8da3b7,f94d104b-7a08-922e-2629-2af74906c2cd,c906ce6e-ba13-a656-6557-0292caca4e6e,37be231f-6236-e1fd-cf9f-2d38d1383019,18c06bb4-3a2f-f468-7c37-e2ce58176811,78b613cb-85db-6609-a193-56888607dd22,822bb1d7-ae02-5c49-0372-afbad4e79b00	7.355	[]	7.355	1.0	True
ENSG00000258891--SERBP1	20	ENSG00000258891	2653	chr14:73935949:-	SERBP1	16002	chr1:67425223:-	ONLY_REF_SPLICE	19d39266-254b-6ad9-8f34-9e00868336a6,ea4c98c7-0576-e4b8-5340-0ea036e77be9,8c24ab80-565f-75b0-72aa-0391ed687ba7,bb193192-052d-88c0-12ac-ba4d37d4e5d7,769cd020-e656-8477-6c82-23acc1a15d03,de9c2ff9-e438-3797-6158-c2d5db3304d0,868e0b8b-f1a8-e1a3-c35c-157c23c2047f,e4e28d4a-39c6-1856-81b2-8e37054e1784,d22ced24-8b51-751f-5cfb-4764f54fd0ed,7e86aa15-acff-dfef-666f-1d2a13d0255b,6d6878a2-bfcf-e6c4-d6d9-c964650f0aaa,698a25e7-2ff9-ff27-d21e-16f0a3f12006,48117906-e36b-cf1b-e147-29354d8c33a3,4f5a4e1c-49c0-918c-5d4b-409440f86c5a,a3170f0a-cb82-8fbf-8383-ed2f57db5581,3ffff0c2-9605-c40f-7f74-c3fc46186456,7a301210-3daa-e856-1602-b46ca507ab2b,23170917-f1b0-acd5-0131-5b74329fab11,16b1488f-6260-42fa-5844-9dd7fef9a21f,f406f7d8-7eb4-a416-2d30-d608fd2ccf72	7.355	[]	7.355	1.0	True
GAL3ST1--ZNF22	20	GAL3ST1	9396	chr22:30557262:-	ZNF22	15915	chr10:45003280:+	ONLY_REF_SPLICE	4fded7b2-7929-8d79-afd7-4a06d86323ba,030ce72e-471c-4654-103d-76390f086a55,0f9ce668-785c-0163-f12c-766fe277c43c,9ea42b6c-9fde-2b95-174a-5b790cbf6436,a4e68e5e-8474-6c87-bf09-84df2326b841,beaf3ef9-07d8-7521-6925-07a85c9e2e7c,7bdeb1a1-ca7e-1452-78d7-947590bee361,9c0373b3-fa64-961c-a5dc-73914944490a,d1fe958a-3848-9939-852f-23b1ab976a78,b44a959e-9c22-bfa2-ad74-d42fa4b20e02,f6b8e88c-dbeb-65ac-6acc-5d3e668abf11,04310f26-6113-f523-987c-ff2cf549ace9,af8c70f7-5cc5-5820-6dce-19f787388fda,e4990400-661f-4c26-40eb-4014ddae0257,5a56c4dc-0c59-7bba-d77b-fdb171a171d6,ce105938-b8f4-4457-5a3f-ce9c98cb52b2,00607971-2cd8-d32c-d3dc-a8e5f145afa0,7e6a9501-ba50-dbc5-c78b-e7df84c55611,730283ac-7471-3f4b-0f57-9e6a724a4993,5c83e4c9-77f7-af77-d59c-69f05efd87a4	7.355	["INTERCHROMOSOMAL[chr22--chr10]"]	7.355	1.0	True
ODF3L1--ESF1	20	ODF3L1	3131	chr15:75726171:+	ESF1	21507	chr20:13717514:-	ONLY_REF_SPLICE	f70e5d30-e732-347b-53f6-f1a07e2251b6,c39cb05f-b15c-749f-42b8-7ffabdb9998b,23ae7aa3-2bc6-1cfe-f842-e0d8447f6d6e,02500bba-7c07-21fa-2824-40dde094802e,ce9924a8-09a6-5584-0bf5-42193feae4d4,822de9bc-63f3-433d-ca40-c8a755bbd089,683a2248-06d5-7394-12cf-c503dda76307,8d24c69a-7baa-938d-6f31-25aae50fe938,8f1e6d41-8505-3f52-1d9c-6af8861d1e87,3a201c16-4d8e-a2f7-4354-dc7f60f7a1b5,482e6e8f-4f61-daf8-6aea-73ffa7a5ac93,6ac5e608-3cc2-3c02-30f6-8b2f6abd5cdd,5b38e3c1-9c64-ab73-2c1e-881a3ea4de61,b4497ffb-1804-fb10-7291-478b76d39ee7,f2cee704-f9d8-2502-c126-2cc4f5d5b639,128e8d21-0112-7e5a-93bf-eb7fde7e0934,647c1137-1e92-bcb0-8ed9-f31e3e773ac9,25b29169-d9fe-f1c2-b7c4-292cf10a5926,96615639-6104-c938-13fc-0c4a614b947f,d1c8d1bb-c3ae-af56-35fe-2cf2e9a4de12	7.355	["INTERCHROMOSOMAL[chr15--chr20]"]	7.355	1.0	True
DAD1--DLX3	18	DAD1	2453	chr14:22575059:-	DLX3	10587	chr17:49991864:-	ONLY_REF_SPLICE	3a78f61c-0edc-cbdb-e639-821f69a62957,c4a70897-da3f-602b-8307-65f6d074b73b,36029684-2767-169d-421a-91cd7571d4ee,1bf0ea3f-f51c-253b-63b2-af38e748f6e7,53b6c4b2-e7db-5320-6dd3-61866d9c4e4b,11574154-5cec-2caf-a858-7d94dbb7ee36,1fbd6154-1a50-f863-3320-7f34d5cb869d,c12d9f66-9de3-ba84-f384-9cbedea95668,2d368c21-7309-ed4a-382f-447558b0754b,ec4ea57e-61ca-0a24-ae7b-a203c5132c7c,69b2a788-8e89-99ee-9d93-2a627621c03c,7aa2ef3c-dfbf-36bd-99f0-9dbc1d6e3481,34944b05-4fee-ff8d-d6f9-bea5de71f444,9dc393ff-bb3a-66a1-df20-f98cd9d31925,31e52e84-36a6-a6fe-2a8d-2bdcadc7fbec,66a950d4-9f13-d633-b296-eff15884a188,014ca3fb-2dc1-2498-e62a-ba3a04e84007,041f5aaa-018f-db67-fae9-847398a2e7f5	6.62	["INTERCHROMOSOMAL[chr14--chr17]"]	6.62	1.0	True
SATB1--MAL	18	SATB1	18377	chr3:18394462:-	MAL	39559	chr2:95053381:+	ONLY_REF_SPLICE	116c54b2-7adc-0177-316c-d60dba2269da,a9ba8807-24ec-8311-2323-5a1dd1361456,7576dfb0-1439-5b00-6f69-b6eb80abc834,8cbacdfd-5286-2563-b0da-04d4693a5b52,19e1fa41-4950-487f-a7d0-0265441eebd9,595b0b7a-52d8-c874-e744-70a42f7bfcbe,0be02c32-39b3-557e-acec-f75541ca11da,a192fcf0-bfd5-7a69-f862-02dfb9393edb,395855d6-09c7-77d4-28e6-25a1f428a4bc,ad25a259-dcfc-c336-670e-0a30267a880d,eeb04309-c6d4-e825-5b0c-80680dbf68b0,a8baa0db-bce4-d231-e943-097aafe43938,b6db5eda-5c79-1ad2-7443-40f2bd95de11,089fbe42-c519-5ee4-f220-ed478c45eb83,f1c9dc2d-dcfb-05a0-bddd-3a3507cc0c4b,4d881a85-e8ec-3345-7b4e-76b610cbd626,98a84ad3-348a-7da4-6083-7226f639f420,3a982a5d-69c3-d6a0-fbba-07b4a3ac71bb	6.62	["INTERCHROMOSOMAL[chr3--chr2]"]	6.62	1.0	True
SC5D--PGLYRP1	18	SC5D	3526	chr11:121304493:+	PGLYRP1	16991	chr19:46019419:-	ONLY_REF_SPLICE	59043f99-2914-4bd8-77a5-b0d5be27603f,6ac15948-035c-6282-a61c-946c35dc401b,83ab185c-aa5b-bb2d-a0da-1f2742a7f0bd,7a00e543-d85e-ecb5-f2f6-9b94d3361225,21787e56-100e-16c3-e32b-ecceb2acdc3c,a82d1b60-f178-f940-0349-bd09043e90aa,b5ec58fe-9d8a-a470-3518-49cb8bd78d9d,9583fec4-7ba9-8732-1a80-3bbb7b9a9a0f,cb271cdd-ae5d-028a-f557-eed35e15b7c4,4fbed2f2-c4d8-3de8-836c-530667b697b9,22af253c-d0f9-3839-1559-22e6e2f66c3b,0ecbd81c-9dee-9a96-503a-49dc30b218a8,a087daa0-b62c-a68f-74af-e08fa248d03d,294ecaa6-445b-d8f5-a960-0dd24a5f4a75,a5ecec6b-89dc-99a7-60d5-0c430c8ffb27,7c96741b-637e-28f0-cc75-8359a285f4d2,29a6aaf7-d590-bb77-af24-a571a0300ccb,3c536521-32f4-dee6-db81-38ad5ece375f	6.62	["INTERCHROMOSOMAL[chr11--chr19]"]	6.62	1.0	True
ARMC10--PTGER1	17	ARMC10	1531	chr7:103075411:+	PTGER1	16561	chr19:14474337:-	ONLY_REF_SPLICE	8e198038-2f70-7470-b11c-d8f08d1daa89,74ada217-d545-115b-b5ba-a9219c49fbad,f4c7950d-a575-c41c-022d-6f38ee6996b4,0eab445b-1538-d6ec-bd79-bafa05b46592,fb4331c2-c195-5dc1-0abf-a3106e134a8f,60e4d096-12cf-f25d-6d14-5a9c243af452,2e789d84-41e9-7acc-668b-2117003a244d,7534f440-761e-7065-8b91-d64e8e32ef3d,b7110718-89a5-a99c-2f98-cf9790e98331,3eed34c0-369e-eb4b-45ee-e5113e3c24c1,9c61f72a-7181-68b7-f0bd-70cd05294a30,81db6521-f2c9-303d-529b-3d7e5458130c,514797fa-d889-76d6-eba3-063685c3f444,f03cbb5a-7b36-1f75-a758-e77e9ea3fa64,22364c73-5bef-7734-ff8e-06ced7d5e2ee,84e48e69-9098-e095-cf8a-fbeccf50db2c,f3d18533-04cd-d96e-1062-e28569ffba27	6.252	["INTERCHROMOSOMAL[chr7--chr19]"]	6.252	1.0	True
