"","isoform","gene","group","prop","count","isoform_counts","gene_counts"
"1","undefined","undefined","FAM138A&undefined#FAM138C&undefined#FAM138F&undefined",1,22,"undefined","undefined"
"2","undefined","undefined","LOC100132062&undefined#LOC100132287&undefined",1,38,"undefined","undefined"
"3","undefined","undefined","CDK11B&SLC35E2&SLC35E2B#MMP23A&SLC35E2&SLC35E2B",1,1,"undefined","undefined"
"4","undefined","undefined","CDK11B&SLC35E2B#MMP23A&SLC35E2B",1,12,"undefined","undefined"
"5","NM_031475&NM_003790","ESPN&TNFRSF25","ESPN&PLEKHG5#ESPN&TNFRSF25",0,0,"16&2.05","16&12.38"
"6","NM_031475&NM_148965","ESPN&TNFRSF25","ESPN&PLEKHG5#ESPN&TNFRSF25",0,0,"16&8","16&12.38"
"7","NM_031475&NM_148966","ESPN&TNFRSF25","ESPN&PLEKHG5#ESPN&TNFRSF25",0,0,"16&3.2","16&12.38"
"8","NM_031475&NM_148967","ESPN&TNFRSF25","ESPN&PLEKHG5#ESPN&TNFRSF25",0,0,"16&5.25","16&12.38"
"9","NM_031475&NM_148970","ESPN&TNFRSF25","ESPN&PLEKHG5#ESPN&TNFRSF25",0,0,"16&1.11","16&12.38"
"10","undefined","undefined","ESPN&PLEKHG5#ESPN&TNFRSF25",1,12,"undefined","undefined"
"11","undefined","undefined","MIR4435-1&THAP3#MIR4435-2&THAP3#MIR4771-1&THAP3#MIR4771-2&THAP3",1,4,"undefined","undefined"
"12","undefined","undefined","PRAMEF25&undefined#PRAMEF26&undefined",1,28,"undefined","undefined"
"13","undefined","undefined","LOC101929983&undefined#PRAMEF9&undefined",1,14,"undefined","undefined"
"14","undefined","undefined","PLA2G2C&UBXN10&undefined#PLA2G2C&UBXN10-AS1&undefined",1,5,"undefined","undefined"
"15","NM_001039802&NR_023919","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"20.29&3.22","20.29&14.57"
"16","NM_001039802&NR_109759","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"20.29&3.22","20.29&14.57"
"17","NM_001039802&NR_109760","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"20.29&0.04","20.29&14.57"
"18","NM_001039802&NR_109761","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"20.29&6.48","20.29&14.57"
"19","NM_001039802&NR_109762","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"20.29&6.48","20.29&14.57"
"20","NM_001791&NR_023919","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"0.02&3.22","20.29&14.57"
"21","NM_001791&NR_109759","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"0.02&3.22","20.29&14.57"
"22","NM_001791&NR_109760","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"0.02&0.04","20.29&14.57"
"23","NM_001791&NR_109761","CDC42&LINC00339","CDC42&LINC00339#CDC42&LOC101928043",0.0125,0.2,"0.02&6.48","20.29&14.57"
