#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
AARSD1P1--ENSG00000273974	32	AARSD1P1	1309	chrX:74069584:+	ENSG00000273974	5550	chrX:74073825:+	INCL_NON_REF_SPLICE	fea3be29-e757-b862-8288-0fd6d6fd5f94,e85e04ae-1561-bff2-7d96-3d8b38c64654,4032897c-e4f9-f021-4f14-aa960d354812,d0538942-afa4-eac0-eae1-39cd56b23987,c3fbc3bc-e1d6-4788-4f47-a0dae07ecc95,485a0ca2-ee9a-1d7c-73c0-a413e4a4e3c3,6ca14a32-a01f-8423-0b04-ece117e18d3e,a729a072-7f36-ec15-cb76-6999f45464cf,1ababf95-0ba8-345b-5811-e25a350f3f90,f8070f68-16ac-6042-4c29-7f0ef443737b,138217e9-27be-e16f-3fce-1c8077cf618c,8acf70a7-8865-4b43-7225-0678ccdb00bd,27ead0f2-729c-d13a-de3f-d93da581e3d8,a0994fb8-26a1-8aa8-90e3-0505d3e3f359,c92a0c48-1789-126f-45be-7a8fcede89b4,642ff0a9-5b25-eb2c-dc53-3813d50d9fda,bd02ffef-7809-eda3-e240-5e48bc148683,eb2d9fa4-296b-95cb-a86d-d3ec0648e4c8,03a15272-aa7e-53c1-2b9a-7305b4264827,71e428c8-118d-3718-c5ce-5c22d645bfec,2f87c355-658f-c695-0450-dafddea67917,078faa80-db97-8264-590b-6265642fbeaa,8467e6ac-a734-d80c-3e81-d6cf45bd4e21,06382409-1aa4-ea84-03c5-548053289d54,cd84fb9b-98b3-d8ab-412c-377011582eca,cc7ef438-ffc8-7707-8c7e-616c0565d3b8,28d88701-03a3-37f7-d3db-225282ac4fc8,0bc81289-9035-0b38-66db-894a549fc7c8,74f625c6-b739-29e7-bcff-c88c9738b809,1b95f899-c63a-596c-deaf-ebf016594c81,34e8d6b0-fc63-db80-da8a-d8312e72a527,d159e82c-2c5f-2d8c-0f20-dec64c4f4eeb	11.924	[]	11.924	1.0	True
RPSAP14--ENSG00000273974	25	RPSAP14	1425	chrX:74031886:+	ENSG00000273974	4344	chrX:74280386:+	INCL_NON_REF_SPLICE	cda00e29-d866-8789-8765-082d4805df1b,17b442f6-dee2-fa85-300e-f77fc86eed84,a3984566-1939-a2ae-7aa4-cbe018dc070d,cd30b857-2b0a-7ac7-a5c7-b11312a1e9df,c83a8e94-ec2a-c712-f2c3-61c099b19c83,49f5714a-888f-dc2b-e04e-ad90078f2056,47ada3f5-ca77-d3b7-d884-f33ea90f77ef,64aa2d4c-d468-5237-4bf7-c7b2177d4bca,e328d64a-6504-764c-82cd-138d6652d1ad,0589e093-00e3-c088-7920-ac921a60ee1a,362afeb6-458f-e2e3-7c09-60dd208bfe0d,7f893864-462d-f973-2905-0add545c88b3,eb38822f-68de-5b6b-8a3a-a6df3cadd610,0ac83c1d-0685-5d07-ef83-65b77e4d7471,5fe8f8d5-51d5-ea0a-454b-10e74fffb548,7d4dc63b-7582-abc8-3b98-6d89c8c1947b,dcaf53ec-06ea-8ab4-c14f-411d545d56cb,a0bdad76-0485-a8c3-15bc-eea258280022,31110485-1b6e-7501-d022-1674fd89adaf,39971107-4569-e482-6ac8-0bdba7db2c18,45575e81-1f51-d10a-f891-f084328a16fc,d62aae21-4cbc-b65f-7588-d27fec3a8455,9490e61e-8448-a0b1-5f3f-70cc6ebac7cd,a62f678a-fe63-af5d-3664-ffe2414f7e0f,f3b4c081-6aa1-32e2-dd84-590380cf66aa	9.315	[]	9.315	1.0	True
AARSD1P1--ENSG00000273974	20	AARSD1P1	1338	chrX:74069613:+	ENSG00000273974	5533	chrX:74073808:+	INCL_NON_REF_SPLICE	e91450f5-45a3-80d8-3968-2456b91f35df,98a25c8c-a615-ef67-d6ab-c1bdc5ebc9c6,14699809-29d8-1e15-3a0b-df1b5973cf24,79a272c4-4408-e2db-7466-8b524c3ff7b8,a18f8774-efd6-4e65-3bc8-f1ecc0ee044b,c114ba4a-c51e-0991-8e96-625c12a50784,b1c9f72f-fa2f-7d5e-28ea-eac24a61b291,a624b82d-9780-f8ee-626f-d9ddad4be5c0,289bcb12-e669-1c4e-eac4-34a208fd00d1,2ccf698f-f66e-6797-bca4-9373207062ff,c0d2401c-b0cf-ff93-cbd5-d53cfb97f1c2,13fb1d53-1710-98a2-843a-13499e5231c0,3f5f72a5-f79e-abfc-4c27-1e32f0b79bf8,71b76184-e4f6-a8b5-6b91-196939627168,2acdf515-82c4-17a6-aa4c-86a0de6fc67a,d3e11d30-4710-7657-0ddf-16f5d9bad53a,16155643-9279-835c-9553-1bf8c12df66a,9ba1b774-b9d2-1d41-8cd7-71008a0204da,49e5727c-f8d5-2de2-b8bc-b2cdb3005e50,e0bc01c0-26a3-7a29-b5d7-ef574ebdfc0e	7.452	[]	11.924	0.6249580677624959	True
CFAP58--TMEM222	18	CFAP58	19534	chr10:104447817:+	TMEM222	29835	chr1:27333958:+	ONLY_REF_SPLICE	54156c12-5105-9fcc-1088-54657746805f,afbe1df3-a5f9-63ea-2d21-9f7d42ec5247,e01c6c34-efe2-b319-1f8a-127251f9b3fc,812055d5-bd26-ac5e-1cc8-fbf8241192a5,3c592d81-45a8-9fe0-4e3c-dbff3851d51f,914fc9c2-316e-7b7d-296c-c42903a70e06,d903193e-888c-4d14-102e-00611f4f1f7e,37e44024-64a0-97a0-cf6d-34a0707936cc,1b530b4a-5158-bee6-64f0-5bc2b68bb1c9,dbdaa3bc-3fbe-40d0-dc2f-687faea12fed,b46c75b1-a3bb-8855-1cb7-209dab3a4853,8f11a308-baa1-02c3-0c14-9439d75ed879,8d37111d-7c11-47ec-8b53-390e958b8ad4,bece1b54-81c3-123b-8ffe-29cc0009ec10,5f31b8b0-f21b-415d-86cd-7399548b4a00,3e7500cb-3b12-d9eb-5ba2-6cb34f48fc61,714445a4-299d-88ab-5452-6b9df157aade,0a324e08-e706-14ee-ea40-3a643aea5d57	6.707	["INTERCHROMOSOMAL[chr10--chr1]"]	6.707	1.0	True
CREB3L2--SLC45A3	18	CREB3L2	4980	chr7:137928150:-	SLC45A3	29965	chr1:205662126:-	ONLY_REF_SPLICE	9eb0c0b0-8514-eae2-38f8-7ff614586c74,4405e912-4c92-da18-4c07-53b2f4f692d8,db1c7f73-bc4a-ebda-c601-7e62d7d5568d,d5e27b24-53e4-0fcd-9201-9d5af7964aa0,abf18a07-8729-d5ef-f8b0-12315ae61e14,feb5841c-fe90-4703-0f3c-f1c07613db68,5c627ba4-b63d-9877-130b-a6c5d86d4a63,45407847-0d3a-efaf-0014-107a4a241a9d,53cee7b8-933e-14b3-0a91-1f78d6264ade,ff1f49e3-f180-a3f7-0c07-037536d42b87,207611a5-7e3e-bf2d-7735-ff0f766ff8ee,416a4e5a-a055-286a-fae4-83f0f1f5f380,7b170e19-91c1-52bd-b728-3d98d749810c,6f1418db-c36f-9882-e594-e240cda83fa0,3beb0a16-1438-7ef1-88c4-291a48c5be99,189a27fb-e61d-0a8c-2bea-7844a8e0592a,c18cf758-b717-7615-516d-6a90075d82e4,facbf5d7-e7ba-8e8e-936a-ba2ae49ac222	6.707	["INTERCHROMOSOMAL[chr7--chr1]"]	6.707	1.0	True
EFCAB11--FOXN3	18	EFCAB11	1872	chr14:89953906:-	FOXN3	27300	chr14:89486671:-	ONLY_REF_SPLICE	511126c4-9db0-a110-7cef-0e00f9f6ede6,b1eee7d2-3597-8596-dd74-0d9421c0341b,1c0cd620-65c5-f772-8647-82ebe42e4234,6f4d7e07-8be6-5da4-bc2a-3bdf7648468f,f7e86e02-c69b-5799-072f-28f4a6c77fc8,5dca414e-e06e-739e-ddaf-144520a27ef6,ccfa1b49-a27d-1cbb-f8fb-dd1883c9598f,c65aa936-c8f9-0af4-a715-9880c0a3fd28,7024cff0-1de9-06fe-03c1-cf079ff2d720,5d73e7db-0dc8-394d-7df1-be75ce76d663,95926c08-8ef0-9164-30c8-de810ac63fd5,1c66ba0c-7a2a-bcac-5103-20dbf65df4b2,8642781c-aa96-2dd2-a028-b60d0666af22,acffeaaf-645a-c536-a633-4e3029d65665,b2efd07d-72f9-5547-9961-ca61db0f8840,e4fec1df-5fdf-728b-29ad-07da922c6327,9650f7e5-b514-11fd-b426-401790b42964,bb2910bd-fb53-9673-f9ce-b41399ccc711	6.707	["INTRACHROMOSOMAL[chr14:0.18Mb]"]	6.707	1.0	True
GRAP--GDI2	18	GRAP	2842	chr17:19041807:-	GDI2	16441	chr10:5800705:-	ONLY_REF_SPLICE	5d5cac38-126c-11a5-dbaf-c387042a5c5b,e45ce36c-f6ab-d7d6-9927-c0f6ccdaa40e,58ba7f12-715c-7b59-91e5-4a0ac4141879,28531962-1af8-5f20-4acb-b2a89914a223,0c4e3124-bcb1-7b88-e484-19bab9620fca,6fe8f3be-db08-de5d-6001-d214bf978c4b,93551e05-3870-60d5-a380-f6a43d70abf1,a948f82f-5c07-cf53-ba81-2b6f0b3f797d,03de7725-8460-bad0-1158-481ab1c07129,7679b6cf-230e-a2d4-a845-bbdd762a91b8,a14f9b3e-e00c-adf3-5571-e82ada3c6eb5,8ecc211f-1526-a5ae-b8f7-7b9019d7cc3f,4d0f89a5-09a2-aedf-9477-a240ad978f6b,298ec7eb-6297-1689-e670-4743de254b8c,367060d6-a4f9-4613-150c-6d8708abe19f,3d9f64b9-950e-c6e7-e489-d09e2ea3f536,4a45e385-3fab-2836-b1e6-e6719bbad062,aa934be9-c037-5a85-b6c8-571a700144b7	6.707	["INTERCHROMOSOMAL[chr17--chr10]"]	6.707	1.0	True
TMEM249--MRM1	18	TMEM249	2177	chr8:144353778:-	MRM1	9374	chr17:36608243:+	ONLY_REF_SPLICE	288ec165-c9ae-56c3-f68d-e4f94ecfe106,17adaa28-19ae-5993-27c6-4db199877b3b,ecdef72e-dfce-24ae-7143-ef8a8c9bd99e,a20ded9c-2270-fadd-e4af-5939f2366c83,642ad019-4a46-204d-956a-031636dfe7f6,93f58859-a9ba-ca1a-0e65-76105994d72e,fe4684a5-c0c5-d31a-c390-9d4888eaa6a0,f32f0fc6-d36b-5c56-9432-e8215983af46,306162be-e73e-1c1f-83dc-4d05b73b4c0d,98ce5b98-d1f7-0b48-1936-c41c2835d6c5,818f884e-ee84-5b13-7c25-47b8bf519fe9,5703a246-dc22-1bc2-3710-2ee4ece592a7,c3e1bac7-e74c-d98d-df45-69c9d78cc986,3dd87808-9320-bcef-a73b-58b0ea0ebeb5,fd4808b0-a496-d761-f96c-9a02a5713c7f,45286f52-662a-928c-9d95-2c1f00ed2bdc,30fa19c7-c38b-668d-fb4a-50afec8fd90c,ed4ee4c7-88d0-7eca-81a9-99507053de84	6.707	["INTERCHROMOSOMAL[chr8--chr17]"]	6.707	1.0	True
SLC22A12--LTBP3	17	SLC22A12	3242	chr11:64592882:+	LTBP3	27614	chr11:65540382:-	ONLY_REF_SPLICE	98d8dd7b-75b7-9239-f216-4f061e8e50b8,78cbb207-4c90-5347-53af-40c133c79cd1,48cd7999-b6fc-072c-b6b6-48d47f67d067,a3327e6c-891e-2b59-32d3-87a6f1607e26,d4262d75-933e-3270-a0da-2e120f7c1b14,9d768669-fb8c-c4e3-89b8-a5bdc3d3f35d,0fdc842e-99de-f828-8a87-8248d69cf6f1,3ab6affd-d39d-8fde-c6d1-209f2a7780af,9734833f-2f64-e13b-f428-af88cb73eca2,4a70b73a-44ba-f2b3-f8d4-9cbaedd54f36,6cc7dbaf-a0be-900c-8262-d1d3d3ca455d,441e4107-36fb-8b2a-36dc-fed96988bc5b,6d53651f-fd8c-f7f3-1993-44706344daf1,3c9c8a11-cc20-f0d9-ff9d-d2bfec9da6f8,cc75f334-6c9a-33eb-afb1-ceff31ae007f,ff60cf9d-6fd3-7acb-efd8-56c4efa2454b,2ffa2552-0040-de39-bca2-8b187c893518	6.335	["INTRACHROMOSOMAL[chr11:0.94Mb]"]	6.335	1.0	True
ZNF728--SNTA1	17	ZNF728	2276	chr19:22988325:-	SNTA1	17227	chr20:33408888:-	ONLY_REF_SPLICE	cb4d260e-81d0-86d2-1aed-fc9e9f6f58a5,275c3a84-c190-7291-c2d6-c1ec431d8537,c1959f77-5462-0c9b-2636-088d63886ec8,abde398f-f60f-2c79-04d7-d5d46354d840,5964e558-2ee7-b5b8-d60d-a2f8e05d0db7,f0639bf3-f9fd-76d3-9499-425e28317c2f,0a4e0307-13c7-2ccc-5459-212b0cfe63ee,6e0ebda4-4378-03e8-dab9-babb9c08798e,f83bcb85-7a6f-91ee-98d0-a7729b6036ab,ea1313ea-68eb-005d-63e1-bbca3cbcbe7a,a17e3fb0-f708-2e3b-4691-c63c3c14b28a,604a7624-26e0-5ae8-78e4-be7817dad8f7,ceb50524-3cb8-de14-7961-421d3b444850,890af713-2a16-5a4c-4511-4936a13f69e4,a43991ec-c313-d7c3-af81-06d75d63e15b,d479fbb8-5fa7-b4eb-03da-5e808e7e4fb6,96a6d2eb-f08e-8e1c-96dc-bb635386a6b4	6.335	["INTERCHROMOSOMAL[chr19--chr20]"]	6.335	1.0	True
