sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
nanopore2020_10x_0.95_15000,KLHL10:TOMM20,chr17,41838126,+,chr1,235112108,-,Inf,0,20,FALSE,TRUE,TRUE,7b2aba0e-49fa-a90c-7a2f-3b121944fc17,2733,HighConfidence,-
nanopore2020_10x_0.95_15000,HNRNPU:PANX2,chr1,244863674,-,chr22,50178934,+,Inf,0,19,TRUE,TRUE,TRUE,0064a972-e776-0022-f113-a9960f3cd3e4,1257,HighConfidence,-
nanopore2020_10x_0.95_15000,TM6SF2:UBASH3A,chr19,19270173,-,chr21,42432103,+,Inf,0,18,FALSE,TRUE,TRUE,0a2056bc-32cc-0253-586e-48a197350c28,978,HighConfidence,-
nanopore2020_10x_0.95_15000,CCNP:MARCHF9,chr19,40224722,-,chr12,57758563,+,Inf,0,18,FALSE,TRUE,TRUE,0d7aeffd-0252-95af-5c4f-13bd0d37e3b0,839,HighConfidence,-
nanopore2020_10x_0.95_15000,SOX18:CEP162,chr20,64049159,-,chr6,84155510,-,Inf,0,17,FALSE,TRUE,TRUE,075f5014-a46b-2fb1-9708-d072a126c090,2243,HighConfidence,-
nanopore2020_10x_0.95_15000,NELL1:TTC9B,chr11,21370948,+,chr19,40217369,-,Inf,0,17,TRUE,TRUE,TRUE,1117dce8-e126-aea9-3a41-3017674ba13a,416,HighConfidence,-
nanopore2020_10x_0.95_15000,CENPA:MYL10,chr2,26792833,+,chr7,101616298,-,Inf,0,17,FALSE,TRUE,TRUE,261386dd-1793-e7f5-6b3e-c71b1871bfdc,342,HighConfidence,-
nanopore2020_10x_0.95_15000,TOPAZ1:RUBCN,chr3,44306426,+,chr3,197683439,-,153377.01,0,16,FALSE,TRUE,TRUE,02957a99-0c1f-9a30-4644-5846e0990f6e,2924,HighConfidence,-
nanopore2020_10x_0.95_15000,FZD4:TRBV6-7,chr11,86954801,-,chr7,142488001,+,Inf,0,16,FALSE,TRUE,TRUE,230cdb5a-673f-6449-2f97-223e9ff926c7,577,HighConfidence,-
nanopore2020_10x_0.95_15000,MPRIP:ENSG00000255432,chr17,17150233,+,chr11,62663333,-,Inf,0,16,FALSE,TRUE,TRUE,0bdd595d-9477-8f33-6b89-01652b9378b6,417,HighConfidence,-
nanopore2020_10x_0.95_15000,ENSG00000288796:TRAV29DV5,chr4,73987517,-,chr14,22163565,+,Inf,0,16,FALSE,TRUE,TRUE,13df21ee-cf78-1342-6fac-f6975003b1d7,331,HighConfidence,-
