#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
AARSD1P1--ENSG00000273974	36	AARSD1P1	1309	chrX:74069584:+	ENSG00000273974	5550	chrX:74073825:+	INCL_NON_REF_SPLICE	2e5a5508-ad94-9ce6-0542-9480c36eb3aa,4ac38c1b-85d8-6412-dbee-f4edd31e0c5f,3f64cfa0-5494-6efc-35e9-24dd180fbd2f,0bf10ed6-8a68-a33a-c5e0-786c30563be2,f4541fa4-b2f7-830b-a3c7-239ecb460cfb,c964b439-22e2-761b-61ae-0e698d5cd586,4168ff0d-d7df-f8d0-772e-e710669eb009,f274f2d8-0612-b470-369f-fe69b15070ee,b3003837-fbde-5caa-b7d7-490775b239ec,88418473-e295-005c-3b0d-372a83ce3e91,6e7ecb0e-bcb1-0048-04c9-2334f55a72c2,4c5a66b7-cfb1-bee2-acd7-e30345b870d2,46f6123e-b335-0301-7dd8-aed386b76291,8b45b668-dd7c-9d05-408d-ef02e698ab13,c7d34430-2ba3-2653-91ed-3006ca77f148,29f92e53-d710-67f5-43dd-3fd080e826d4,07a5a98c-9653-434f-3470-c87001889b68,12afe986-8e8a-f4c4-5866-f5de507bcdcb,0fab2164-4799-c146-d091-6625520eaaeb,8837234e-ba1e-d644-579a-a5692d1fef32,900dadcc-509a-f51e-3ee6-ca3dd2635349,3bffceb2-55bf-e289-9c00-bd52106f2603,0f2ad67a-a8d9-76e0-b599-28630be44456,4dadffca-7ec5-6750-0347-057367f3a7e4,b7ee4c5b-1924-2b52-94a0-0da160053bc4,9652b291-230f-ec9a-95e2-89d6afb9e896,33ad85b3-02de-9677-1e2a-986a1de4eaf7,f876ff78-3f75-d563-7b26-dd30654cdecb,c9eedbfe-3e4b-f79a-b894-ab50b6bbe9ef,ca5e229d-75c2-2223-6f9a-622d872a5395,70b19dc8-9448-f1a4-09b7-a19a989b139a,9e3ba058-937d-0853-9a24-297b99babf7f,98140cb9-2ffb-dd4c-d597-a476f1403220,84358f21-a9ff-8d48-c5af-3708a1cbd0fe,5a61e691-220f-3d6c-281f-3086af6bb73c,a4075000-8752-40f4-ab76-6c1595be863f	13.201	[]	13.201	1.0	True
KLHL10--TOMM20	20	KLHL10	2807	chr17:41838126:+	TOMM20	16165	chr1:235112108:-	ONLY_REF_SPLICE	cfdf0ea5-fcd1-8e47-dd0b-8e92a6f35d51,ce0f7fc7-1b00-a31a-7da6-5043fe5d57b3,4d36588f-c485-bec8-3dcf-30964a4ab434,0906ae05-63ba-ca24-5e43-401e187ef1b3,a714844d-94ce-3ff6-309c-e05b80684fb5,6759e756-fc27-cf3e-41ce-b03ea3624398,7373ee03-e40f-c874-4404-667ef9f4d79e,1cc1ce0c-4bdb-f152-599c-750e2b237843,64acf93c-6808-7932-95da-0f59da132b04,7b2aba0e-49fa-a90c-7a2f-3b121944fc17,656db897-f750-b6a8-c00b-287399aeb2ef,d8c617e6-c1c1-63ae-907b-b62694d5d3f3,05e02e9f-8573-7ebd-2017-98b8f4276a5b,0cbf0f44-bf5c-3f43-8cf0-a393e122fdb5,d48df6b2-8d43-c557-1bad-fa7a20621852,1a9197de-a1e1-4182-5843-c5ad85c6f4a5,d0acc8a8-78c2-2a72-171f-109374584d4a,1542e0a7-83f4-d7b0-4363-d568674d011a,37b54062-16cf-ce50-3ad6-235c4ab9003e,79145b03-133e-ebbd-14e2-f54038548a44	7.334	["INTERCHROMOSOMAL[chr17--chr1]"]	7.334	1.0	True
HNRNPU--PANX2	20	HNRNPU	1887	chr1:244863674:-	PANX2	32196	chr22:50178934:+	ONLY_REF_SPLICE	d390f2ed-de9f-7390-c543-4bc78eba9272,71c90986-85af-2b8d-94ca-afcd73a6fafb,cb70f35c-4082-9379-baf2-9cd592980342,b73ab3c8-39d3-e5b3-dd40-8b7e41875d38,810bd5c2-2d7b-0de8-58f8-ef5376351e16,f156279a-2e80-9895-3220-fb195ce30c12,c3860b1f-e464-0955-3178-eb021c181168,200eccc0-393b-ed02-3fd3-b1dc9833ba67,3a2dcc32-9ede-4405-afe8-fb1dc8a66f96,0b9674ad-30ce-4eeb-e393-8b0b208c1dba,ecab32ef-2704-e744-3327-1fc7dd3ddca0,37f0b049-8dbc-1ae5-4694-8bf0228a49a6,b33c552b-7c7e-2e50-d2e6-540caecc8abc,3f85b9f9-3ca0-04c8-5e40-a70466bdb0ad,0064a972-e776-0022-f113-a9960f3cd3e4,e5afd1dd-e628-201d-d480-a037aadff881,2d968d98-081b-385b-70f4-892d5138ec2d,597987e8-ad89-e308-b154-ebda6bd8a6e7,c3e924c8-3327-6f3e-a86a-1206d40552d2,d4521489-bcd8-6e26-7773-e01548075fa4	7.334	["INTERCHROMOSOMAL[chr1--chr22]"]	7.334	1.0	True
ENSG00000232900--JAG1	19	ENSG00000232900	1454	chr20:10908826:-	JAG1	16437	chr20:10673025:-	INCL_NON_REF_SPLICE	d2668f51-48ae-449a-7690-5559d0e79982,09378a38-6d7b-21c6-3e29-cab4075c616a,2981d241-0209-e9db-68e1-f6f9093ba964,195ffdad-eef0-60cc-78ba-bbdee13eb6d1,a45ff97d-97b6-ccc9-6b87-42308a3ebf67,b2bc6c05-e0e6-b34d-d796-f0d261decb3f,de0133c8-caab-bbbc-3f93-2315c937bb93,888f875d-c205-a0d6-716e-abb35dd345ad,bd1a3abc-6620-8102-2706-84f87054cbe2,b27c018e-ef07-9953-5f13-59851decb207,1cb43cce-93f6-f75b-8b86-a4f08ab82c9d,99f103db-675c-0da7-8d66-8153f8bf2826,758dabb8-8661-2759-620f-18ae4fda0852,e5194e8a-9b01-47a0-b0d3-9dce6ede1486,3039a587-564f-fe94-f3f8-21cc7dfbd648,7f338cd1-0173-27e9-ae68-abf10df66375,fc309b18-c5fc-942b-a728-a1e09e0a2507,9917f17f-00ec-16c0-5bd2-b30ac6f3b9f4,59a4db46-0bbe-e25f-d009-b98601608f79	6.967	[]	6.967	1.0	True
TEX51--KTN1	19	TEX51	1749	chr2:126899612:+	KTN1	46593	chr14:55671785:+	ONLY_REF_SPLICE	14fe3e97-b86a-c5fd-5c5f-e86ba059f1fb,2fac2086-c75d-5f55-7466-4d119e93d53b,43de31dc-a21e-9108-3aed-bfc5aa36f5e5,17175e91-7668-1d94-4199-3ca09ae50f32,28a70df6-0aa0-84f2-eec4-6e90de694905,38b1bdc6-b9a6-9772-8f1c-ac9c495f4471,eaaa7f30-85f7-9b0a-da43-b8da73fa9aaf,cc047d1f-1858-24f7-a22e-5d7a81f0599f,74fc1da9-a18b-3498-35f8-9a7180dedd59,da8509c1-ea1d-d352-1ba7-132b1a98a26c,6d670ead-ac7c-e6b8-d576-963d3596a46f,853ab4ba-faa5-974c-e8a3-51b507fed4e3,c60e0c78-e6d3-4043-98ce-cd6fbbcc2d61,dfdabd04-8d9d-0951-2dca-aca7ad19d334,3db04440-9bd9-e663-6477-ac0e4a20d15c,d70334b5-4534-1741-23fc-1a1c44836795,d0c131a7-4d5e-ee27-dfd3-2350098217f7,71521e87-594f-e2db-efda-97aefaf34e25,926d134e-bb48-02f3-8f1f-dbde17080c7d	6.967	[]	6.967	1.0	True
CNGA4--MICU3	18	CNGA4	4785	chr11:6241780:+	MICU3	17646	chr8:17090546:+	ONLY_REF_SPLICE	2c6e202a-b90e-cc66-b203-2d2fc72a1567,7302e13d-121a-9fd7-1546-259680dc2433,0ec98664-d570-6d17-8afa-6f3cec310b16,f6efe42b-73b0-fce0-ab14-35e78e7fc65e,19a8645c-9b78-56f2-44d8-85682b4f65d2,4e2dc606-ec45-28be-2641-4d64091de1a7,38cadf60-eaf2-11bf-8cea-60577ec82799,b703d44c-87d8-a3fa-3f05-64900889cac5,06b8725e-66e6-8221-7cdb-dea275083b14,9f666ea8-5528-2720-8b5e-86b850c14995,1df5024c-2e3b-553c-06e9-68df7016d043,32b00873-272b-c908-9b32-617b92d967ed,8438d5ea-53f7-43e6-1e25-6809a41fb577,d491aa1a-a002-25f3-7312-7d88a9d23d76,910f7ff1-ded7-14a3-bd58-17f0df9a8ac4,ba24ff21-0b6b-7453-2e99-2e42cc3051b1,24c7014a-e23b-cf6f-6f52-bc88a9147325,58b0748e-7483-2299-e1f8-260cdfd0b605	6.601	["INTERCHROMOSOMAL[chr11--chr8]"]	6.601	1.0	True
SOX18--CEP162	18	SOX18	1481	chr20:64049159:-	CEP162	29871	chr6:84155510:-	ONLY_REF_SPLICE	f57cc75b-d1df-4410-8ad7-ce371c2d6c0f,967ea0f9-8963-f2e0-eb77-353f345dae6b,bae1c9c6-bcce-eb70-b3c9-dc49a0ba605b,82680d90-036d-8796-f652-3d49cd102cf8,931e982c-600d-3a0f-98fb-4bba474ee72e,be67ec62-338c-16ad-9fc5-ca27579b5e1f,d367da0b-632a-5439-c167-36082dd9824c,c2cd2320-5c04-1ce9-3888-b22bbfbc8af5,27f3c603-dde5-275b-144c-078e97af8ef9,a4bdaede-ca36-4537-dc42-4c1c1f0d84fa,01fd1bb6-dfd5-2487-698b-fbe03e981bc2,35f0e8f1-730b-5164-7323-8bfe253e0520,9680054d-f362-6505-363b-9f89e34565c9,075f5014-a46b-2fb1-9708-d072a126c090,8cfacd33-1acf-48f8-3a50-4fdaa2093dd9,aa58c610-3ed7-3f66-6689-a54d41c0b638,734af57a-b05d-62bb-5861-b71bef4f8d8d,7428c9cc-f7ca-569a-1696-386aedbf1656	6.601	["INTERCHROMOSOMAL[chr20--chr6]"]	6.601	1.0	True
TM6SF2--UBASH3A	18	TM6SF2	3224	chr19:19270173:-	UBASH3A	21380	chr21:42432103:+	ONLY_REF_SPLICE	76241f48-daae-0885-089e-addf001ed1fb,96960597-7f4f-dc40-95fa-7e8fdeb4a60f,55105225-78fd-9fa2-01b6-0df0dd38c570,0fee6f35-caa0-2655-d623-34f6629e1c55,edaeb00f-1e09-4762-1f3b-75c1459604a9,c4d555dc-4b35-cb4f-1581-30193f8ddc6f,77636940-4a27-86b6-c1b6-6320e9323e69,9d9398b5-b1dd-498e-1e30-4b3e6b7a5a2f,a4bbfcc2-e08c-002d-7786-1d7bbfbb54fc,35453309-8724-98e9-1faa-66ae50d3e908,f5a00983-fad3-98ef-7784-ce8e334c2299,6075f624-7d92-72ad-43dd-371c51c9d0d3,2b7612a2-55c6-452f-a37f-7711921cac0e,0a2056bc-32cc-0253-586e-48a197350c28,dfbad4e6-ecbe-3821-dda2-9e610e9a8081,34f8e4e8-05eb-52db-752e-8d8963e34df5,df81a070-7cbf-a9f0-7158-0bd986efe351,90fc5f8b-8f35-4e36-5ffb-345d1b668baf	6.601	["INTERCHROMOSOMAL[chr19--chr21]"]	6.601	1.0	True
PPBP--TRAV29DV5	17	PPBP	1674	chr4:73987517:-	TRAV29DV5	6080	chr14:22163565:+	ONLY_REF_SPLICE	c7627f5c-db21-a6fc-c5c8-f543e3c663d5,580443a1-cddd-ce75-ebad-7d4cac0102fd,b852f9ec-f855-5397-c8a8-4b9badcb5ede,13df21ee-cf78-1342-6fac-f6975003b1d7,412f224b-172d-7458-c9bc-817daccbff14,c617d114-d620-9086-4906-55fc09576aa8,eb649393-18d2-0b4f-563c-194dc8c63af6,f3b8c64a-d7df-ea59-e200-c9235042d2e7,2666aa16-51ae-dde8-30a4-d4afd0b6f44d,e530b93a-e231-1e5b-bc0e-ce2aecd7e957,9c1e78ee-8540-e06c-d45d-a87c8716d2f1,f0a8d882-cf6d-fc81-f78a-d3d540ea6999,33d8e2b4-0242-8109-6c0a-08af93740f2e,ace33868-07d1-2b48-f470-c8ac18a7da9c,f70b464d-4ca9-3666-16ac-59d4e7f51643,266d19a3-de4e-9bf3-c53b-572c7786a211,dab9fb1d-32b5-3ae0-8139-697f69f452fb	6.234	["INTERCHROMOSOMAL[chr4--chr14]"]	6.234	1.0	True
TEKT5--DBF4B	17	TEKT5	8079	chr16:10635764:-	DBF4B	20540	chr17:44736830:+	ONLY_REF_SPLICE	67a7883d-f73c-b5a5-6b34-190b20297492,b5eec105-9981-3c44-48bb-1539ee4f3185,62e2dacc-ac58-04e4-6890-dd267ed0d1a9,bde75cca-91a6-156b-a4c3-a67ec96e9a37,808f389e-58d6-70c8-b6d0-fe40884a8d27,a3ab8f7a-a03a-0ee4-981f-a79296b04b00,c4268da7-5408-950e-f12e-1711a0ae65b4,550dff95-9614-09eb-5df8-482ca40a5948,1ccc3138-e20e-0430-08d8-40dc449d6290,3b856662-3e9d-e32c-623f-f0635ef4160e,6eb28044-5606-3830-e97a-da282be1f960,799c8886-03e0-2e88-d9b2-3002a461b7fd,e3c0f6c2-dde0-5e06-ee92-d24c86573b29,7d280e45-c51a-5bd8-15d9-438b0c0554d7,882eb3ae-0660-7ca8-2bb1-f69d9611e7aa,e5568050-dcce-c07c-70e9-3dda9bd4f050,8187bb54-619d-4299-38ef-e9e7f60ee365	6.234	["INTERCHROMOSOMAL[chr16--chr17]"]	6.234	1.0	True
