#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
JPX--ENSG00000273974	21	JPX	35342	chrX:74063564:+	ENSG00000273974	39159	chrX:74073401:+	INCL_NON_REF_SPLICE	1e849aaf-efae-5507-8bea-fe03ce8742fc,5637640e-d193-2a4a-1bf4-fd751fc66acd,49be1bbf-5ea5-3d85-8b11-c437a200c2ab,2369ae14-1cc4-6de0-2084-5b1ff7163c88,e717b9bf-e038-5921-f39f-69d8162c76a5,84036638-3c43-b5cd-3d47-986e1edfc5db,22b6416e-01bc-de19-cb8b-110aba7fe40b,d4eb45dc-d3d4-557b-a0d0-454ee09172df,cfbda219-6962-e1c3-5a53-9fed5d4e0565,77a7bc71-c1d0-fe30-ea0c-26983dbf10aa,1925c581-7e1c-d5f6-100c-182cb711f517,bb2f290e-03a5-cd64-8ae4-5fb061496cab,e37cdbf4-0d90-8939-e52e-806049cff7ef,052a3b11-a017-859d-787b-3548cfe6aa70,fde6e8bd-d285-b11c-981d-3dbd0bc216d6,4d2947d1-337e-582b-3624-bf8caa39a2e4,fe85404f-8206-96ae-28c1-0fed48a02922,f79bfa83-4d77-3fe2-1a4b-370d1cdd29a0,3d596d9e-5e68-d43d-99c4-709641b0f8dc,f03c7f0e-dec7-9b1d-03b5-af6e3c3e9933,ba941f75-e52d-48bc-21de-d737968af953	7.354	[]	7.354	1.0	True
MEF2C--CPHXL	16	MEF2C	17295	chr5:88804598:-	CPHXL	40053	chr16:75718458:-	ONLY_REF_SPLICE	32c4d86c-95de-7c46-5ef2-0eb0a09fda87,01028d19-8da0-a4de-65b0-412259b778be,80319094-b41b-2a53-7cb7-18f72ffae057,e8e4e16d-c9ad-4200-115e-765ef2823d48,7a59a863-bb74-8d95-ac43-65803b9e024a,cc2e1449-625c-daaa-6272-00a0ecce7c71,f04b6b92-3ab7-ff54-d156-2753b19a278e,d0d5c697-6aa3-2e6f-63a0-b46ea7a21649,e6a4b541-5459-d559-eceb-cc9be2de3d9a,a0ba9cf4-3fe0-3b19-38df-44912eba1817,c56e3441-1980-22d9-886e-682ef59991d1,566cb62f-3ea1-8d69-958b-87461b768439,c2f04ae3-d3e4-ea5b-d5ad-6213483f736a,6d6ad930-4bb8-86aa-0b5a-7ebdc5b2006e,72ffa6f7-d133-365d-3034-500f91a7a19f,a1b0c1f3-1db8-2c88-0c69-329d3918519f	5.603	[]	5.603	1.0	True
KLF1--TRBV5-5	15	KLF1	2885	chr19:12885317:-	TRBV5-5	6959	chr7:142482726:+	ONLY_REF_SPLICE	4e2ce6a7-128d-9b88-3b64-4e871eccaebe,7222f603-3470-f2ae-c722-0efc6e3d1627,485d8819-0f4b-daa9-a63b-cea6f2d39910,34c9317c-3181-a803-47f4-4fe4b5748d99,23e6b2b7-900c-f285-f3ad-6e6bf1ae1c3b,8b39ed3e-dc7e-3700-bff9-5c02db2092a8,2543cfc5-afc7-e998-1b4a-4e96be1c0af3,33ca5a10-4a20-b396-d6b4-d16383f2ca02,d7afc306-4e1b-0155-b549-49767c885c08,095793d3-35fa-b584-c779-241f7beb26f5,a194c76d-d4df-19ad-9414-cbc81a4d5a1b,11607e48-7c8b-42d8-7219-be2db6f86073,6fe444f7-c946-35e5-47c6-e2f1a1ec8877,e4de8636-cad8-f67c-07d9-d65a0154c1dd,fbe3ee3b-df69-c768-be6b-0c07efd760c6	5.253	["INTERCHROMOSOMAL[chr19--chr7]"]	5.253	1.0	True
SLFN14--NLRC4	15	SLFN14	4197	chr17:35557003:-	NLRC4	19290	chr2:32256893:-	ONLY_REF_SPLICE	5b7aa927-d0df-50d2-5de0-e95117246ded,e9849f4f-38d7-7769-1b20-bbcc15e85228,963334ce-d1b6-acc3-74db-b7ca425c24a8,a7c4c834-ec2d-ed55-3b97-9ebd0093e452,296cf0bf-99e5-1553-bed6-754f1d117768,32faaba1-24bb-517a-8f3e-4053a3608715,72a429a9-0c67-1494-a3b6-893a526563d3,d1c3699d-564c-8afe-e4c7-9c1bfd944536,303d318e-2964-e54e-5a18-c9ed487f905b,8edc8518-72d7-bdf1-c8b3-ace5a5cee365,023db484-f713-3287-1fe3-eb77a748f8fd,83cfe5a0-0ba9-f963-3010-8ba84307d29d,c855d672-e00f-dd60-6e6b-f2ed8fc0be0e,94b9d904-a242-343a-7dec-0183f6b3df36,d9505514-9a54-3bb2-db5b-f50a5cda726d	5.253	["INTERCHROMOSOMAL[chr17--chr2]"]	5.253	1.0	True
STAM2--WFDC13	15	STAM2	9978	chr2:152132114:-	WFDC13	23835	chr20:45705863:+	ONLY_REF_SPLICE	94de6e13-102a-5302-c930-0f2956b72f21,fd2961c7-d886-287e-c57b-b2e64d76d136,ab51d9fd-4833-9762-8795-c27598596680,4d9b01a2-f1a1-1820-7248-502b9e12741f,4a4e0fb5-c743-0e32-5ff4-8a385786fe11,b424b16e-d4ec-6b6b-e962-6894d1c73c44,2aa33c13-1dce-7675-b1ca-676a38bf515e,f34f8011-f76f-9bf2-27a6-f092c82359e8,e91057b5-6d5b-6410-dcd3-45cb65b9dd8f,3f70ad92-76a9-8a13-cf0c-5e85fb8df9e9,d7fae002-8de7-2024-17c1-01971b110c00,8d3ff011-9812-fbd2-dfa8-ee3a2807d66f,10daea20-d84f-2857-d7a8-b163e5d88e6b,b4694448-1bc7-20a3-8064-95383fdfd2d4,ebb0ac99-b9a6-4a67-f1b0-35f6e1dbeadd	5.253	["INTERCHROMOSOMAL[chr2--chr20]"]	5.253	1.0	True
FILIP1L--APAF1	14	FILIP1L	4847	chr3:99930769:-	APAF1	33219	chr12:98677425:+	ONLY_REF_SPLICE	42c503de-aebd-3eed-b5e4-3b0c316ba17f,6e936589-5b12-2656-2587-f27c8c76fbe4,c49709c2-8080-0084-76bc-a064c80502e1,92ff5161-4e82-868d-8bf2-188346065631,d38569bd-7227-3407-9e19-2ece098d32cb,0e4e28a3-fe73-f654-912b-0d3eff8b60c0,97d76885-0d4b-d6de-ab60-fc9e6eb7ff67,123ff0e0-adb3-04fb-8c44-20e78626b068,3d7d3013-7627-77ac-91cd-8dd6000a7cf9,2ec6fb4b-e874-f742-c89a-0e988c44b3de,ad7d8332-0c2b-3fb4-1bda-f53fca4932f8,f22c2443-6cbb-6d9a-8228-485b56bdec36,d3e48b79-5f85-1f42-05fd-b1758b8f8e3b,12e5ee15-b690-51ce-2ed3-9fa76bbe32b0	4.903	["INTERCHROMOSOMAL[chr3--chr12]"]	4.903	1.0	True
MBD1--PCDH20	14	MBD1	5959	chr18:50275129:-	PCDH20	18853	chr13:61413966:-	ONLY_REF_SPLICE	00684c3b-0b39-c9b6-e0dc-55c17bf12c35,d876ed45-104f-1c6d-7c73-daafae28d32a,ad4c64be-ca74-7d8d-b5a8-c0bc7bdbebef,4cc1dfc2-aed6-0eb5-5879-42555ada1ca0,157d66bc-35d2-74fb-d5c0-82863064bf15,98577e32-bd73-49ae-b7f5-909b1cedc018,4c07dc04-c763-df7e-0861-0e509e64375f,21da1d7a-a429-a608-6aa0-2b07be25274a,cbd4ad95-2f33-0af4-87b3-5ed1ed69c77c,405626a1-b1e1-5b1a-ae82-a47030c9f0f2,b8d1de18-f034-8a33-96f8-8a14b1d7649c,5f0187b9-4449-5bb1-6432-09ede9c85885,822879cc-c637-b6ca-8a82-4218d3e7bc7d,b766cddd-e99e-260f-97dc-79b6ba388f5a	4.903	["INTERCHROMOSOMAL[chr18--chr13]"]	4.903	1.0	True
SLC35D1--GPATCH2L	13	SLC35D1	8124	chr1:67021535:-	GPATCH2L	26868	chr14:76173546:+	ONLY_REF_SPLICE	c43adfb3-d522-5de5-97e4-52003597b41e,a7ea406a-9d0e-f401-ec9c-57e889be240e,2cd22b46-bf11-29dd-4d87-b8e21392b9da,649e1d31-79a8-1a2d-847a-a2f4dac786af,2576b758-8776-d5c9-ccf8-aaa0aa9bf490,cf4c3beb-f20f-d3d6-9b88-d04e41989035,41de27d1-3aa2-6dba-615e-ef3b8b8224f7,3b6d5ac7-7537-6298-3c0c-a64fe4a71a4d,c9d5cef6-1fd4-3dce-597a-a3931c843579,3ada7c48-8290-28bf-0e0f-fb87dc1486d1,65880a6d-8e14-ab9e-22d7-3984e36c766d,52c5a67e-f183-af0a-c253-d8581d46cdab,862c42cc-2a7d-d387-53da-f64a8500e921	4.552	["INTERCHROMOSOMAL[chr1--chr14]"]	4.552	1.0	True
TTC34--ARID3B	13	TTC34	8092	chr1:2783609:-	ARID3B	26806	chr15:74591560:+	ONLY_REF_SPLICE	fdc48d6a-96ec-6e2b-f5a6-3b78c0e799c6,7900bb69-dfe9-ab2f-f28b-92ccb56663b6,4612534e-7518-223f-fa83-9c1f74df1dad,14caee5b-fa98-7070-ac06-760c543b91f7,bcc248b5-428d-d7e7-0828-a764f3b0ce48,863658c9-e6b5-2547-41a4-888546f989d4,d7dfefb1-ca8f-d0d6-6ac0-ed13ad090d37,5a681ef8-f38c-7cd9-e655-45e64c8d29cf,3a3aa666-c72b-b5e7-3d28-2c4f6cf3ae56,08bbc3d7-b75d-00ed-9ed1-aae378a92b06,c2523f94-37bc-bdfc-e600-95e29e27f110,fc6c32cd-cd8b-8b56-1d9a-f2737b2cf84c,b6aea37a-91ff-f51a-27ff-96453557ebee	4.552	["INTERCHROMOSOMAL[chr1--chr15]"]	4.552	1.0	True
TNKS2--GAPT	13	TNKS2	7803	chr10:91827203:+	GAPT	33686	chr5:58494145:+	ONLY_REF_SPLICE	097c5119-1360-f98d-ec5e-99b8b7af72b6,df35e0df-9f3f-edea-5b09-fa705b9215f2,bc35cde3-cc7c-2f34-65fc-5c96dc2aa051,55959195-bc7c-b480-30f4-c6b54a5ece75,1c4850a3-c720-7875-8496-e8d7a8fa6ada,eaaf1282-8a70-c5bf-b990-d89c8606e6d5,c3ee0d45-8afc-c548-456d-1368213b582e,e4d0a338-e5e9-aec4-9cec-2dcc7a3ab49b,95e9212e-9ace-be2a-019e-713806c090c0,f72839d1-fba1-51d8-4881-b22096fcb6b1,9dee99ec-e6ed-05d9-a5ae-ae09481f2087,84394c01-77d4-68b2-2d51-01ac9268130e,e4c1d120-95fb-158c-6b2f-2d8a9aa4d03e	4.552	["INTERCHROMOSOMAL[chr10--chr5]"]	4.552	1.0	True
