#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
AARSD1P1--ENSG00000273974	35	AARSD1P1	1309	chrX:74069584:+	ENSG00000273974	5550	chrX:74073825:+	INCL_NON_REF_SPLICE	cd7de8f6-98d6-b522-59ae-e4a890b15621,7930071f-3471-dce7-4298-5dfbddcf6635,36bf22c1-5ae4-7209-51e7-140533649f1f,64a76add-9a88-22ee-04e6-424da484bca0,c4dc20e0-d306-881c-1e8a-4600e9a2d6f0,2228a9f1-5c75-4bfa-ec24-01e9da85a8f7,7e6963f4-5b4c-00b6-fae1-9bc430dab303,a3072998-1f33-3747-a727-b3526504885c,a6d237a8-6148-ee25-f775-b3498f96e959,c809d7d2-47de-830a-8014-98df7b8ea5bd,38e136ca-3d8a-40c2-d257-2be572722d39,66400baf-7080-1c88-2cf3-5fe4a8908a61,e7ff86dd-aab4-9926-534f-d6a8288e7fdc,c70e07b7-56b0-c8df-c2f3-3d8fa699309b,da15ef05-7ab2-e3c7-433a-7fc8d5e031c4,f4500417-b369-b586-205d-57939115f382,7cbda2a7-bc5b-622e-6ed2-e00f62e252e7,9d5c091f-55a8-4bd8-5e4b-37a508d19295,5b92d186-b1cb-6910-93e6-1d4edbe99215,28636364-88b9-6488-a459-79a6aebb4857,1420d03e-0592-807c-5f44-efe38ef1efc2,95c23dd2-6814-8608-9c2d-032c3591af18,195411bc-e349-db5a-ffd0-f52313f3daee,a28f7a15-b3e9-c89c-1b84-fd4c03e6c85f,09db182a-dcae-1725-fa37-f76ebdde735c,9cdb1470-4220-f53e-7e16-743cec112129,a6cf7bbd-87ec-e09c-b2de-13be5c04699d,e33216e1-fcaa-7fd1-9b31-1dbaea5414b2,d9e1b31d-de4b-ede5-6dd3-52fe49eaa736,531e26f0-b1d8-c1c2-2b8e-6c38748005a0,03d663eb-88ce-2a78-1706-5707543c3a5f,9cc70c68-03ba-e291-e4a2-b52133af7e26,ba81103b-f257-9084-3b2f-baa75cf9b073,e10d1421-4f77-08d6-78e1-99b8a7acdf22,d2f048ba-0613-3c23-0bb1-7a37d0ceb2df	13.044	[]	13.044	1.0	True
RPSAP14--ENSG00000273974	26	RPSAP14	1425	chrX:74031886:+	ENSG00000273974	4344	chrX:74280386:+	INCL_NON_REF_SPLICE	6ac90b8b-2c11-9bc6-d0e7-b8a98c62bd87,b74ed616-171c-5ccb-f6f6-91dc1c3ae74b,a5077e7f-7594-ef5b-40f9-ba912c0c60b4,1ce158cf-314f-bc7a-806d-24592d927cfd,5ee96f5d-67ee-7dde-9bd6-f40f04e22dca,bc7745cb-1792-1c94-4ecb-68ddeb4fe7bc,6cfb2621-c9be-2a07-4794-1c5a3f9429cd,eded5c6c-34e5-062a-be17-0f7a36a6502d,40c8692d-3420-a7d0-2277-1bd84b926436,d8287952-b334-027a-4cce-bd249b2e1879,ea02a501-8b19-0a07-78f2-3b60c9f6d603,6efdcd3a-3e8b-23ae-d10d-c7328dea7c25,123995a0-7bde-ab9d-5928-00fbe3600869,8beed0f6-0dbc-72d5-2ff5-cc0e530f4cc2,56a539b3-841e-d5f2-3a9f-d5e80b36722b,9ec3e426-582a-c991-9937-a829ea9568d8,68e9b497-eb2c-bcd4-5d56-d4dcdac4a251,58c6d814-2906-5554-12b4-a030182411c9,46c50247-66c9-4272-c1d8-0e166eef1d00,ae775355-64f5-e012-bef5-621f326fc691,25e200c7-fb44-5442-164d-eed23b5ce113,0c35ef59-8427-4cf9-a8c8-087312883979,c48f0975-280f-5cf5-c7fa-31c2a2d6552e,2d6f5463-c4d1-5745-4691-80b915fce005,d7559a05-4516-f2d2-6ab2-5401a4e747a3,2e265129-0e9e-2a83-f2b4-246972f7c6b6	9.69	[]	9.69	1.0	True
ENSG00000232900--JAG1	26	ENSG00000232900	1454	chr20:10908826:-	JAG1	16437	chr20:10673025:-	INCL_NON_REF_SPLICE	21b62e36-e666-82c6-e7c4-9d180d8f9d92,f488491c-3b85-527e-d58e-78904b6cc9dd,bf152594-032c-0889-cfd8-13cddc1623e9,46fd6589-f0a2-8d32-d0f0-533b907c358d,6f66416a-f8e2-77d6-b97e-48b4d7ed493d,43198384-97bd-7478-fd1d-cd5b03bcc9ef,bb58cb8b-3dbc-7b2e-5233-7de2abffc11e,d203ec8b-618c-1e76-819b-5bdc6574d0ea,1c61fb7a-8abe-c410-da71-b833f54221ea,bb4b8a39-c8d9-1850-6886-5273576f97b9,60741ef2-dbfe-f89c-031a-ee15bb54f288,47c1bcaa-acf3-6216-59d2-314bddac7f6d,e980a70a-7d76-7932-7ce7-8c0403b21fce,cf5c7363-4285-56fd-f79b-5e2057b63496,4a0d88f2-6590-da29-1fc5-8bc996a68995,422d872a-6718-dc50-248d-e6703594b93e,0c9d0d77-20c1-38c5-bab4-1a2830730744,78c3ee75-18ba-2a77-caf3-abe3bb538a63,4c82919b-5119-5aef-ffc0-b9cf62274580,6cbd9f18-ab59-bd43-f0db-64f00184e0f9,e8e65c63-18f7-c095-981b-771ff4bb583d,7f61651e-0216-4e97-1c35-acf48a13bdf6,a873fdc8-8ed7-7ef9-9bba-3812a4c3a034,ba13ef86-96fd-0643-4e44-f911cebdf2dc,489c9203-6dc8-fa9a-767e-3c2a7b98febd,08e0ab0f-0577-421f-67c2-dbf14cce0091	9.69	[]	9.69	1.0	True
AARSD1P1--ENSG00000278421	24	AARSD1P1	1309	chrX:74069584:+	ENSG00000278421	5559	chrX:74073834:+	INCL_NON_REF_SPLICE	292bf018-38d1-5117-2a66-e3bf6da1a4fc,136028c5-aa78-3ffc-9af0-914ef1433d0b,c18eaed4-40dc-66b8-7847-e9af4133a147,1e4240ba-7bbd-608c-360a-bc961e169358,10a9ec06-5c23-4425-6d1e-8e85f042812e,c30dbd34-e23a-7412-b9f9-c55a5306e1e1,cc1c8a5f-13f3-39ba-3134-d31dafa28a72,37a329a6-a47f-c5ea-27e1-6449ef9cb4f3,11dee380-3111-5186-76b0-d17d56f5066a,fb8fb706-23c6-05dc-fc00-81c4f0fc81a2,fe56d226-5efa-0cc8-664b-e043622857b0,81b6f6a3-1d6f-c1bc-41fc-38d4a2d373ec,825e43fc-687a-44c8-2a2f-b38d11ef151d,153f5f52-5ac4-eff8-4c15-7da7a7cb29eb,0e8d98fb-6342-88a8-1450-8f8a3d1dc29c,c9bc1f99-bbfc-632b-c3a4-a650528d55ec,d3edc01a-bd52-e178-12bf-f21c4d283692,2e321743-4c41-b03c-43cb-d4208cdd5466,eb9be945-3fb5-9914-fc4e-2d1abbd914a6,4135bedb-b014-37c9-d763-e25a77ae3d3f,61fc9d02-ba7a-d4bc-2a6b-ef147eaa83d2,9f0147db-2167-1225-47e2-822ade056712,7eb6f07e-044b-6fe8-c407-c1f10e4237b0,0757ed8d-eedc-ac63-de09-fe5bb599c1b3	8.945	[]	8.945	1.0	True
CAPN12--IRX3	22	CAPN12	8472	chr19:38737151:-	IRX3	18714	chr16:54285613:-	INCL_NON_REF_SPLICE	0dc842bb-1f14-3215-3f02-bc992ac9fb54,e2d19d19-587b-9ade-0034-57a6c3839398,6e09df79-7a2e-e203-a6eb-32a1480a98d2,446e5487-e404-3707-2acd-07671d3016cc,3c6169d6-cd0f-9cac-2835-8b8f09ba6267,625ff66d-2dff-9f7d-5372-03a1638d3b8d,2b1719c4-5c83-9e6d-e987-8d23242e2e08,5af8133b-0791-3496-6f2f-ffc5e8ae0c40,f88ef80a-d7d6-a04e-440c-85242d32a8ef,8d6c6939-b4e7-2fb1-c5af-1625208897f1,544cd312-d91b-efbf-1dc0-b0b77165f5d8,8ee97ce0-27ef-a171-e886-86154cb89908,242db574-70ee-6bcc-2995-48333b4357bb,48730014-0094-8b27-160f-048cbbf05c02,e5c21285-7d9c-7db3-0a16-78e2845da371,8723e30d-79cf-4bc9-ae0f-8be821329c12,c7d6b3af-e74b-7954-940f-fb8458f39868,1afe5da5-fae6-642c-656e-1c5acd8e9d2e,9f4f9bfc-025c-263f-cf64-62bcc29230be,d3214d8a-fe5a-09e5-4ab5-ac899501321d,ea682e34-4121-0e08-6209-5f568a8b4656,2ec98ec4-35e2-b977-e6c0-baa509528845	8.199	["INTERCHROMOSOMAL[chr19--chr16]"]	8.199	1.0	True
GINS3--DPP6	19	GINS3	8178	chr16:58392787:+	DPP6	34772	chr7:154587166:+	ONLY_REF_SPLICE	76a2b88b-24fb-9bc1-9295-5da0602690a8,2b2ce2d7-9e79-720e-d15d-39ffe49c6235,1931b1a8-cd42-2817-f3f2-78b49eadfff0,1c11b202-74b2-97eb-99ec-afaf059eaa23,dd744141-8b0a-b85a-e363-c4b9779eb915,a46c486c-3205-969e-5ebc-5243c569b46a,8b1958e5-6f19-d627-a902-b39460aedaed,515a8b61-992f-75c2-0f09-9c5cc960050b,013bc1c1-7f7a-24d3-dd56-aa66a24549ac,474aaab9-9b53-edd9-99d6-225f3b4c37af,2f194910-aa4e-e70b-9717-55bdc7d0dbd6,9e6a10c7-c3f2-f803-00b4-af1bef9c5658,65510b86-0675-9106-582a-e7326ae520ea,41966df3-5011-de71-5492-d0baa0e2b35c,1e78cafc-211e-bb3f-29df-7152c7716471,5b7adf83-7f05-4072-0e8f-29b416835280,b7e826a8-ca8c-bb2c-e356-45a352d60178,bdbb6398-105f-a7f9-a73f-0b68bb26bffc,1d4725f8-042c-e8b6-8708-66fdb7dd3189	7.081	["INTERCHROMOSOMAL[chr16--chr7]"]	7.081	1.0	True
METTL23--SYNDIG1	19	METTL23	4193	chr17:76733215:+	SYNDIG1	9040	chr20:24543020:+	ONLY_REF_SPLICE	4733866d-80a2-79cf-e13a-496f71fed49f,17b1fe6f-6929-5009-7da7-f03dfd30b856,104b5f19-1334-0829-8d1b-af632cff7f10,abee26d0-5868-7d04-9cdb-14e961a3a408,2d9fd95c-b49d-12b6-9ebd-e893531b6504,f3da4815-1091-53c5-ea6b-bfc0bc785cdb,b16f8690-31a5-39c4-8ae4-0a21d377959a,abe17ab6-35ee-af3b-a7c8-de30095242f1,a9121cc1-ec61-a062-244c-a83f7d70d7d5,8d0643dc-7e3d-db60-e01a-e8746711083d,da64fa1d-8883-5d68-4a2e-7a18457aaa4d,986f9a24-f9c5-ce6f-8f98-91e1c29244b0,08dcb8fa-e69a-eac5-c7da-25b963bb4bd5,a0a32a80-21be-55ad-5550-acdfbaaea7f0,0d8e30f4-6490-a6aa-45ef-bc6e20f679eb,f5705c90-c06a-6172-cea7-73a3fe517788,895fb505-cb7e-fc7f-a23a-04ecb916676a,9579145c-9f18-ca84-a0f3-b80a99ec957a,f675f79a-dd32-0287-e863-0eea3e4b49bd	7.081	["INTERCHROMOSOMAL[chr17--chr20]"]	7.081	1.0	True
COX6B1--ARHGEF3	18	COX6B1	4416	chr19:35654671:+	ARHGEF3	30208	chr3:56745462:-	ONLY_REF_SPLICE	9fe19ed0-61a1-c018-03b5-70c67d28d994,92ade9e2-74f1-b2c8-15b8-f6745804a64d,25de4058-6f20-5ad9-ff41-c89b9e0408b5,f9dd8e31-79c2-528e-b0fc-736c5785d05a,e0bf0590-56af-1a27-2d31-ff5228e5e6e7,2b904400-e45e-5bfe-59d2-907d738d877a,b2775154-e561-cae7-158c-1b676739ab97,e862a321-9348-c208-ec53-96e1c56df0a8,687b6b27-5553-f128-f31e-11171acee4e0,d03db262-face-f468-a18c-c03b5024b2bb,b51ee1d0-fb3e-dd70-ab73-402327e56be4,d70fbc4e-dead-fb8a-5e10-19a47de3d8df,ec6ea153-a3c8-16f1-acd9-e5c52f4f51a8,124593a8-19cd-b8d0-d78d-7294ca744000,9bf99ec8-f3c4-2d6f-16fc-1b07041e7ddb,332f7317-8edd-4d8b-376a-5fddd2b116d8,5d9fc049-0cbf-9156-3fd3-f7e5516815b4,4abec59c-d93a-7134-a457-ffc98a12427a	6.708	["INTERCHROMOSOMAL[chr19--chr3]"]	6.708	1.0	True
GRIK1--RAB28	18	GRIK1	7487	chr21:29651118:-	RAB28	31363	chr4:13460828:-	ONLY_REF_SPLICE	c70afbdf-f069-d892-0f30-ebe4afa6eee9,445cf1df-a13d-fcfc-15ea-46c8a18892f2,f090fc1b-57d7-36f8-7133-bf53f57d4ed4,69a1c3b4-1282-55a8-ebc9-ebcb502abc82,a7290e5e-a360-cb48-e39a-d4bad0e60a4e,5668420a-eeab-3af6-0e12-0fc1923871a5,461d4e4e-64dd-c84d-b871-3681fd18bea3,73f586e4-cae4-1435-ff8c-17ff6b27e832,d83c7aa3-50b3-266b-b340-83266964bb33,a8ac3dfb-18d2-643f-d768-833918b21942,d40f05c8-9768-4afe-f21c-aea06900f5d7,d9184c6c-e2d7-6834-41c2-4001fc78eb58,d39bd569-761a-b37f-e3f2-41dc96474253,41d797c2-054a-884c-d197-edd297768960,b77419d8-41b3-4fc1-9d9f-ee562f131309,793ebd7e-f902-2162-82ed-47e55f2eca44,a26dd0a6-61a4-17b2-e6ed-802c1d1d9b93,2af2b735-b561-8d95-d31c-6f605fac51ad	6.708	["INTERCHROMOSOMAL[chr21--chr4]"]	6.708	1.0	True
NFE2L3--HMGN3	18	NFE2L3	3051	chr7:26178122:+	HMGN3	15428	chr6:79201726:-	ONLY_REF_SPLICE	c1167a81-da91-61e5-5b66-1e682bcd1c49,541133fa-d318-a898-d056-8e8650b381fb,50c51574-7ea2-ad7f-fa1d-edbb472b81af,fada5904-bb7d-09c4-d716-9aa282168f06,eaedccd5-ad45-aaee-d50b-42a716dbd655,db1c51ea-83d7-57b3-ac44-4e2b7eaeed10,ec1fd426-f6a6-a825-06f8-0728cc80c485,4980ed31-2ddf-c096-36de-ec2fa184b986,984e7060-2f2f-0075-3ae5-e7103c0039bb,7ee712e1-9414-613f-54e5-179fd9ab9741,7a9197de-c4a6-152c-a70e-0af26ecf76ab,79dae843-ea34-4b14-e143-43d24ea79cb2,01595915-849b-f3dd-32c4-d52f24336131,fe5989eb-2cfe-a403-6248-0cc9432c04fa,1fe1ca8e-dbed-7779-3268-f95fd57cea9e,0c04814c-8adc-50a4-e187-b0198aa5b28b,7262c501-9ca0-7c44-77ea-fffdef3c81b2,8bc0ab31-e72e-e42c-9fbe-e29bca8fafaf	6.708	["INTERCHROMOSOMAL[chr7--chr6]"]	6.708	1.0	True
