sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
nanopore2023_10x_0.998_15000,GINS3:DPP6,chr16,58392787,+,chr7,154587166,+,Inf,0,19,TRUE,TRUE,TRUE,013bc1c1-7f7a-24d3-dd56-aa66a24549ac,1477,HighConfidence,-
nanopore2023_10x_0.998_15000,NDUFB4:IGHV1-18,chr3,120601257,+,chr14,106185205,-,Inf,0,19,FALSE,TRUE,TRUE,2262ab41-69fc-1c66-9ba4-950145fb9d39,374,HighConfidence,-
nanopore2023_10x_0.998_15000,METTL23:SYNDIG1,chr17,76733215,+,chr20,24543020,+,Inf,0,18,FALSE,TRUE,TRUE,08dcb8fa-e69a-eac5-c7da-25b963bb4bd5,1972,HighConfidence,-
nanopore2023_10x_0.998_15000,COX6B1:ARHGEF3,chr19,35654671,+,chr3,56745462,-,Inf,0,18,TRUE,TRUE,TRUE,124593a8-19cd-b8d0-d78d-7294ca744000,2839,HighConfidence,-
nanopore2023_10x_0.998_15000,QSOX1:SERTM1,chr1,180196890,+,chr13,36694906,+,Inf,0,18,TRUE,TRUE,TRUE,1238afb7-b4ab-e886-fd1f-05b561eab299,212,HighConfidence,-
nanopore2023_10x_0.998_15000,FZD4:TRBV6-7,chr11,86954801,-,chr7,142488001,+,Inf,0,17,FALSE,TRUE,TRUE,115b093f-8056-4030-6650-fff5eb7de639,619,HighConfidence,-
nanopore2023_10x_0.998_15000,CCDC39:GPIHBP1,chr3,180619811,-,chr8,143213822,+,Inf,0,17,TRUE,TRUE,TRUE,5b39fce1-1595-f087-eed1-78a96ae0ba02,2154,HighConfidence,-
nanopore2023_10x_0.998_15000,FGD3:DUOXA1,chr9,93018215,+,chr15,45122242,-,Inf,0,17,FALSE,TRUE,TRUE,050c48b7-810e-79e9-b009-a4f64fffac2a,2544,HighConfidence,-
nanopore2023_10x_0.998_15000,NAA11:GRID2,chr4,79325176,-,chr4,92590131,+,13264.955,0,16,FALSE,TRUE,TRUE,031dae3a-2300-185d-30ec-d657836d9ffc,5022,HighConfidence,-
nanopore2023_10x_0.998_15000,ENSG00000250644:ABRA,chr11,1753994,-,chr8,106761514,-,Inf,0,16,FALSE,TRUE,TRUE,2f89b4e3-53b8-6f98-261f-ab08d7e40eb8,2055,HighConfidence,-
nanopore2023_10x_0.998_15000,CNGA4:MICU3,chr11,6241780,+,chr8,17090546,+,Inf,0,16,FALSE,TRUE,TRUE,0625f575-ce15-9a57-a630-15e5894fb9cb,641,HighConfidence,-
nanopore2023_10x_0.998_15000,TPCN2:CRHBP,chr11,69073001,+,chr5,76958741,+,Inf,0,16,FALSE,TRUE,TRUE,08f9d3f5-6efa-cfc6-128d-ba57894f9a4a,1321,HighConfidence,-
nanopore2023_10x_0.998_15000,IVD:TUBA1C,chr15,40407990,+,chr12,49257884,+,Inf,0,16,FALSE,TRUE,TRUE,16fe50be-9e76-a1c6-d42a-1b2620e4d5c0,342,HighConfidence,-
nanopore2023_10x_0.998_15000,EFTUD2:MYH7,chr17,44885256,-,chr14,23415270,-,Inf,0,16,FALSE,TRUE,TRUE,15cb3fbb-6a3a-9fda-48a8-41584c6623b7,646,HighConfidence,-
nanopore2023_10x_0.998_15000,GBP2:G6PC2,chr1,89114016,-,chr2,168907568,+,Inf,0,16,FALSE,TRUE,TRUE,006d3615-f2d0-3c0e-8947-b4d251962133,2460,HighConfidence,-
nanopore2023_10x_0.998_15000,BPIFB3:TMEM86A,chr20,33055547,+,chr11,18700933,+,Inf,0,16,FALSE,TRUE,TRUE,218d65cd-7dc6-7b3d-bf02-31faf505a2d2,3498,HighConfidence,-
nanopore2023_10x_0.998_15000,GET1-SH3BGR:GARIN5A,chr21,39380486,+,chr19,50475503,-,Inf,0,16,TRUE,TRUE,TRUE,0669aec8-497f-8443-a61b-aa4fb2d30d67,577,HighConfidence,-
nanopore2023_10x_0.998_15000,STIMATE-MUSTN1:FUBP1,chr3,52840500,-,chr1,77967666,-,Inf,0,16,FALSE,TRUE,TRUE,12d26fad-afa4-6c84-c653-54baa24e37fc,150,HighConfidence,-
nanopore2023_10x_0.998_15000,THTPA:ABRAXAS1,chr14,23557304,+,chr4,83472288,-,Inf,0,16,FALSE,TRUE,TRUE,08e13a56-afe2-daf0-66d5-5294040f929e,475,HighConfidence,-
nanopore2023_10x_0.998_15000,SLC25A15:TNFSF4,chr13,40808596,+,chr1,173188569,-,Inf,0,15,FALSE,TRUE,TRUE,14a51ba9-4164-f0a0-d14f-b5cf7a5bc072,3199,HighConfidence,-
nanopore2023_10x_0.998_15000,FASTKD2:DGAT2L6,chr2,206788155,+,chrX,70204305,+,Inf,0,15,FALSE,TRUE,TRUE,004c3b02-117f-fe83-2016-fbd338007107,2169,HighConfidence,-
nanopore2023_10x_0.998_15000,LDAH:DNAH2,chr2,20774810,-,chr17,7830658,+,Inf,0,15,TRUE,TRUE,TRUE,1e99ad03-bacd-469d-ed37-0f26c7f6db43,1454,HighConfidence,-
nanopore2023_10x_0.998_15000,C5orf15:DCAF15,chr5,133968446,-,chr19,13959767,+,Inf,0,15,FALSE,TRUE,TRUE,082d231f-8a79-f0b0-87b5-376e582197e9,600,HighConfidence,-
nanopore2023_10x_0.998_15000,OPN5:AGR3,chr6,47782196,+,chr7,16878645,-,Inf,0,15,FALSE,TRUE,TRUE,24fc81af-f6ca-c254-56a8-9b0983036298,713,HighConfidence,-
nanopore2023_10x_0.998_15000,IPPK:VWA7,chr9,92635158,-,chr6,31769791,-,Inf,0,15,FALSE,TRUE,TRUE,19cdeee1-b614-ef19-df10-79c4171b3d10,1157,HighConfidence,-
nanopore2023_10x_0.998_15000,YEATS4:ZFC3H1,chr12,69370798,+,chr12,71623597,-,2252.8,0,14,TRUE,TRUE,TRUE,013519cf-701d-f0af-1a38-24098ea6c48d,546,HighConfidence,-
nanopore2023_10x_0.998_15000,CDH7:STARD6,chr18,65814604,+,chr18,54354577,-,11460.024,0,14,FALSE,TRUE,TRUE,1cd294e4-300f-8e4c-bab4-91fe54125bbe,967,HighConfidence,-
nanopore2023_10x_0.998_15000,ADK:LAMB3,chr10,74314745,+,chr1,209650981,-,Inf,0,14,TRUE,TRUE,TRUE,0b76d818-1602-dbf6-4802-107320d62a64,335,HighConfidence,-
nanopore2023_10x_0.998_15000,INTS11:TAF1,chr1,1320996,-,chrX,71421309,+,Inf,0,14,FALSE,TRUE,TRUE,2cec1bf2-06fa-6b38-841c-af2536c6cf1f,208,HighConfidence,-
nanopore2023_10x_0.998_15000,GPR83:PIGF,chr11,94400861,-,chr2,46615185,-,Inf,0,14,TRUE,TRUE,TRUE,0ebc21ca-fde7-12e5-ea72-b784e8ce3468,1248,HighConfidence,-
nanopore2023_10x_0.998_15000,INTS13:VIT,chr12,26928703,-,chr2,36767094,+,Inf,0,14,FALSE,TRUE,TRUE,08e9048b-beee-a64b-9a52-e9787c4c7dd0,395,HighConfidence,-
nanopore2023_10x_0.998_15000,TTC34:ARID3B,chr1,2783609,-,chr15,74591560,+,Inf,0,14,FALSE,TRUE,TRUE,1155c47d-0a63-f80c-0506-e55d593841f5,2372,HighConfidence,-
nanopore2023_10x_0.998_15000,IREB2:NRTN,chr15,78471924,+,chr19,5823768,+,Inf,0,14,FALSE,TRUE,TRUE,0100efc6-a67b-77c0-dc71-aa266b074702,672,HighConfidence,-
nanopore2023_10x_0.998_15000,C18orf25:REXO4,chr18,46216595,+,chr9,133412921,-,Inf,0,14,FALSE,TRUE,TRUE,0d02e57f-a237-c80a-78d1-ed756a5cded6,1029,HighConfidence,-
nanopore2023_10x_0.998_15000,ZNF114:CLCN1,chr19,48282497,+,chr7,143323309,+,Inf,0,14,FALSE,TRUE,TRUE,0074a2b4-27d5-3233-c995-205522a26e86,677,HighConfidence,-
nanopore2023_10x_0.998_15000,MCEMP1:SMOX,chr19,7677726,+,chr20,4177351,+,Inf,0,14,TRUE,TRUE,TRUE,0558b1c4-e63f-93e5-7fdb-add89ee60495,1903,HighConfidence,-
nanopore2023_10x_0.998_15000,YWHAH:CREBZF,chr22,31945678,+,chr11,85663601,-,Inf,0,14,FALSE,TRUE,TRUE,06baf2a5-c4f4-b2c0-aef0-f9f1750d885e,1568,HighConfidence,-
nanopore2023_10x_0.998_15000,MXD4:DYRK2,chr4,2257982,-,chr12,67657106,+,Inf,0,14,FALSE,TRUE,TRUE,11fa6736-6292-ed24-dd01-9d09453957f5,385,HighConfidence,-
nanopore2023_10x_0.998_15000,ARMC10:PTGER1,chr7,103075411,+,chr19,14474337,-,Inf,0,14,FALSE,TRUE,TRUE,08806316-59e1-d35d-7a20-863b1aa4adb4,1324,HighConfidence,-
nanopore2023_10x_0.998_15000,TEX11:DTWD2,chrX,70624839,-,chr5,118848218,-,Inf,0,14,FALSE,TRUE,TRUE,17dc7109-19cb-dd78-dc37-1edc194bad0e,5161,HighConfidence,-
nanopore2023_10x_0.998_15000,IGHV1-2:IL36A,chr14,105986974,-,chr2,113007832,+,Inf,0,14,FALSE,TRUE,TRUE,094d9fe1-5576-c481-720b-4118f0c031b0,234,HighConfidence,-
nanopore2023_10x_0.998_15000,TEKT5:DBF4B,chr16,10635764,-,chr17,44736830,+,Inf,0,14,FALSE,TRUE,TRUE,1f6b4abf-cc42-edd9-31de-d2206664a66b,234,HighConfidence,-
nanopore2023_10x_0.998_15000,ZNF284:EIF3L,chr19,44082105,+,chr22,37870176,+,Inf,0,14,FALSE,TRUE,TRUE,1637537e-87f0-dd14-cb79-65d485ac1162,1302,HighConfidence,-
nanopore2023_10x_0.998_15000,EIF4E1B:NCLN,chr5,176643734,+,chr19,3207629,+,Inf,0,14,FALSE,TRUE,TRUE,1ae632bc-3a68-5f5e-84fa-9c397bb13726,1108,HighConfidence,-
nanopore2023_10x_0.998_15000,UQCC1:TPX2,chr20,35366557,-,chr20,31771560,+,3594.996,0,13,TRUE,TRUE,TRUE,0bf83fce-5697-6167-1627-65ba044a9753,2500,HighConfidence,-
nanopore2023_10x_0.998_15000,ORC1:DYNLT5,chr1,52401362,-,chr1,66770387,+,14369.024,0,13,FALSE,TRUE,TRUE,0e3ca85e-60e0-4fe6-0e57-ed61f8898e24,406,HighConfidence,-
nanopore2023_10x_0.998_15000,CDK20:URM1,chr9,87974372,-,chr9,128378036,+,40403.663,0,13,FALSE,TRUE,TRUE,06710573-4ddb-151e-208e-c0fcb9f373cd,245,HighConfidence,-
