#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
AARSD1P1--ENSG00000273974	4	AARSD1P1	1338	chrX:74069613:+	ENSG00000273974	5533	chrX:74073808:+	INCL_NON_REF_SPLICE	7a248c80-b619-26eb-ad93-59cc6189a1f7,d57102ed-63ff-760b-2bba-7531acf5df04,0707d534-932b-3933-74dd-311cd76ba662,82c31198-1630-ed94-25ea-43c0ce4e8195	14.871	[]	14.871	1.0	True
INTS15--THSD1	4	INTS15	6434	chr7:6602140:+	THSD1	19319	chr13:52378789:-	ONLY_REF_SPLICE	8c177808-0b59-f560-65f2-6fb7f9a565d3,0f40ef83-c467-0a31-ed5f-92303fefb8b5,8e721309-4db9-83ae-79fb-b8b3d70eb3de,148eda73-ab31-3569-8e0c-fc77e913f403	14.871	[]	14.871	1.0	True
JPX--ENSG00000278421	4	JPX	31849	chrX:74060071:+	ENSG00000278421	39168	chrX:74073410:+	INCL_NON_REF_SPLICE	ba0c58df-a853-fe9e-d9bd-82293c1d2aba,9e294574-3ed1-d397-a541-e0a03f87f60d,ef173a9b-884c-e7ca-0de0-3b2f5d5b22f4,91c4ed16-e848-616e-5c74-5174c8443464	14.871	[]	14.871	1.0	True
MRPL27--PMEPA1	4	MRPL27	3469	chr17:50370032:-	PMEPA1	16294	chr20:57653086:-	ONLY_REF_SPLICE	38ed483b-09dc-4770-f145-9cde1d621175,6506a396-2519-c802-9a36-ebb9267b04eb,b4f67c56-b1da-4e33-92ea-e940a1ca64f2,77afa4ec-7c64-0eae-f78a-c3e1a11876e0	14.871	["INTERCHROMOSOMAL[chr17--chr20]"]	14.871	1.0	True
NELL1--TTC9B	4	NELL1	24679	chr11:21370948:+	TTC9B	36261	chr19:40217369:-	ONLY_REF_SPLICE	59e568c0-7a04-4771-fdcc-969c79d43391,cc49898b-930f-70f2-a23c-577d1e2754a8,a2c4c753-80a8-c9b1-c021-960419258a93,7f6333bf-35ad-9b97-43c1-9d6aed0fbe60	14.871	["INTERCHROMOSOMAL[chr11--chr19]"]	14.871	1.0	True
SMC1A--ZSCAN32	4	SMC1A	1834	chrX:53421895:-	ZSCAN32	28668	chr16:3397744:-	ONLY_REF_SPLICE	ddda73be-8b73-f863-2549-701f3aa9bc76,334689eb-465f-b59f-938e-0e6c57555b45,88756b58-7841-67aa-5f70-72ccdbb5bc0d,8b0b72b5-9a0a-5192-b927-75a827c3474f	14.871	["INTERCHROMOSOMAL[chrX--chr16]"]	14.871	1.0	True
SPAG11B--CD200R1L	4	SPAG11B	1232	chr8:7463443:-	CD200R1L	18303	chr3:112827684:-	ONLY_REF_SPLICE	b015f892-5e9a-36e7-0b1f-8eb99aefa73b,35ed9d02-9fda-2f2a-1511-1f5b328def56,b29c9add-6688-d854-314a-cb0ca211a8f4,a487318e-0235-af95-b793-1ffd95030df9	14.871	["INTERCHROMOSOMAL[chr8--chr3]"]	14.871	1.0	True
SRP14--PSME3	4	SRP14	1900	chr15:40038282:-	PSME3	16940	chr17:42841498:+	ONLY_REF_SPLICE	56a0c123-944a-352a-ff26-3621cd4da4af,83459606-f088-ed9d-f9f0-c7b023d12ae9,bae3e002-514e-0982-bb16-0987497c2a85,0050e7c8-2907-e9fd-0a0e-511924170cae	14.871	["INTERCHROMOSOMAL[chr15--chr17]"]	14.871	1.0	True
TM6SF2--UBASH3A	4	TM6SF2	3224	chr19:19270173:-	UBASH3A	21380	chr21:42432103:+	ONLY_REF_SPLICE	494d2398-d725-792f-a1d9-42397a1c2d04,648297a5-5ff6-5f1c-1023-284e3d6809e1,753857d5-07ab-3d21-a473-ebac70faabe0,149fc14b-0958-44c2-95db-678ae1ccdd15	14.871	["INTERCHROMOSOMAL[chr19--chr21]"]	14.871	1.0	True
CAPN12--IRX3	4	CAPN12	8472	chr19:38737151:-	IRX3	18714	chr16:54285613:-	INCL_NON_REF_SPLICE	9cf2de27-94af-afb9-ff48-14efd4a2ef02,b81a8a43-5267-7d56-151a-05e56403d16e,9a9cafcf-7c14-03de-dd24-abff0ca3d59e,7908d06a-2713-4824-c01e-1a38f63c6f05	14.871	["INTERCHROMOSOMAL[chr19--chr16]"]	14.871	1.0	True
