sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
nanopore2023_10x_0.85_15000,RBPMS2:ARF6,chr15,64749000,-,chr14,49893256,+,Inf,0,14,FALSE,TRUE,TRUE,0143a99d-b633-56b3-ac46-d6b5f84d14c6,775,HighConfidence,-
nanopore2023_10x_0.85_15000,SGSM3:MSANTD3,chr22,40407568,+,chr9,100441906,+,Inf,0,14,TRUE,TRUE,TRUE,23e9fd05-99cf-1f11-8201-794e52c39db9,571,HighConfidence,-
nanopore2023_10x_0.85_15000,ARMC10:PTGER1,chr7,103075411,+,chr19,14474337,-,Inf,0,13,FALSE,TRUE,TRUE,026563cb-856c-57c3-091b-ecf9e436ed39,519,HighConfidence,-
nanopore2023_10x_0.85_15000,TPGS1:SLC18A1,chr19,507844,+,chr8,20145876,-,Inf,0,12,FALSE,TRUE,TRUE,0550723c-1094-5c1a-39b5-2daaff8fa484,348,HighConfidence,-
nanopore2023_10x_0.85_15000,IQCD:PRLHR,chr12,113207438,-,chr10,118595250,-,Inf,0,12,TRUE,TRUE,TRUE,049470d8-3a31-622e-5702-a74d8e78d376,1076,HighConfidence,-
nanopore2023_10x_0.85_15000,IRAK2:MAD2L2,chr3,10222831,+,chr1,11676140,-,Inf,0,12,FALSE,TRUE,TRUE,2923358d-3d8c-b641-e932-f80ef902c2fe,1215,HighConfidence,-
nanopore2023_10x_0.85_15000,VGLL3:DOP1B,chr3,86978526,-,chr21,36214081,+,Inf,0,11,TRUE,TRUE,TRUE,428634c6-0630-03b3-b9b4-9f006d438a29,6007,HighConfidence,-
nanopore2023_10x_0.85_15000,TNNT3:KCNH4,chr11,1934919,+,chr17,42163334,-,Inf,0,11,FALSE,TRUE,TRUE,0bd1d362-71e5-f6ae-d34c-cc365537813a,1106,HighConfidence,-
nanopore2023_10x_0.85_15000,MBD1:PCDH20,chr18,50275129,-,chr13,61413966,-,Inf,0,11,TRUE,TRUE,TRUE,0d9b7bb0-665d-c7fc-b0ea-69d3ce1a1d75,4193,HighConfidence,-
nanopore2023_10x_0.85_15000,ADCY8:TTC21B,chr8,130884564,-,chr2,165880799,-,Inf,0,11,TRUE,TRUE,TRUE,334615a6-eadf-4f11-8a0c-c301b2dfe984,2031,HighConfidence,-
